fact_id,fact_type,subject,predicate,object,fact_confidence,evidence_source,evidence_source_id,evidence_url,evidence_quote_span,evidence_status,applies_to_species,applies_to_stage,jurisdiction
DIS-009-pathogen_and_classification-1,disease_section_fact,新城疫,pathogen_and_classification,正在检查浏览器以便让您访问 pmc.ncbi.nlm.nih.gov…,0.88,PubMed Central,SRC-0022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9378970/,clinical reference / 病原与分类,EXTRACTED,chicken,,Global
DIS-009-diagnosis-standard-anchor,disease_section_fact,新城疫,diagnosis_standard_anchor,WOAH Terrestrial Manual chapter 3.3.14 Newcastle disease,0.95,WOAH,SRC-0066,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.14_NEWCASTLE_DIS.pdf,inventory description,EXTRACTED,chicken,,WOAH
DIS-010-pathogen_and_classification-1,disease_section_fact,传染性法氏囊病,pathogen_and_classification,Reference title: Infectious Bursal Disease in Poultry,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-010-pathogen_and_classification-2,disease_section_fact,传染性法氏囊病,pathogen_and_classification,"The etiologic agent of infectious bursal disease is the infectious bursal disease virus (IBDV), a double-stranded RNA virus (*Avibirnavirus gumboroense*) in the family Birnaviridae.",0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-010-pathogen_and_classification-3,disease_section_fact,传染性法氏囊病,pathogen_and_classification,"As with other birnaviruses, IBDV virions are nonenveloped and have an icosahedral single-shelled geometry.",0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-010-typical_host_and_stage-1,disease_section_fact,传染性法氏囊病,typical_host_and_stage,Two serotypes of IBDV have been identified.,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-010-typical_host_and_stage-2,disease_section_fact,传染性法氏囊病,typical_host_and_stage,"The **serotype 1 viruses cause disease in chickens** and, within them, antigenic variation can exist between strains.",0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-010-typical_host_and_stage-3,disease_section_fact,传染性法氏囊病,typical_host_and_stage,Antigenic drift is largely responsible for this antigenic variation;,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-010-clinical_sign-1,disease_section_fact,传染性法氏囊病,clinical_sign,"Depending on the IBDV strain and presence of maternal immunity, infectious bursal disease can cause clinical or subclinical disease in young chicks.",0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-010-clinical_sign-2,disease_section_fact,传染性法氏囊病,clinical_sign,Results of infection depend on age and breed of chicken and virulence of the virus.,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-010-clinical_sign-3,disease_section_fact,传染性法氏囊病,clinical_sign,Infections before 3 weeks old are usually subclinical.,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-010-clinical_sign-4,disease_section_fact,传染性法氏囊病,clinical_sign,"For both clinical and subclinical forms of the disease, all pathogenic IBDVs cause lesions in the cloacal bursa (bursa of Fabricius).",0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-010-necropsy_change-1,disease_section_fact,传染性法氏囊病,necropsy_change,"For both clinical and subclinical forms of the disease, all pathogenic IBDVs cause lesions in the cloacal bursa (bursa of Fabricius).",0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-010-necropsy_change-2,disease_section_fact,传染性法氏囊病,necropsy_change,"Gross pathology photograph showing an enlarged, hemorrhagic cloacal bursa in a chicken infected with very virulent infectious bursal disease virus.",0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-010-necropsy_change-3,disease_section_fact,传染性法氏囊病,necropsy_change,This strain of the virus can also cause hemorrhages in skeletal muscles.,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-010-laboratory_diagnosis-1,disease_section_fact,传染性法氏囊病,laboratory_diagnosis,Detection of macroscopic and microscopic lesions in the cloacal bursa,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-010-laboratory_diagnosis-2,disease_section_fact,传染性法氏囊病,laboratory_diagnosis,Detection of IBDV viral RNA,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-010-laboratory_diagnosis-3,disease_section_fact,传染性法氏囊病,laboratory_diagnosis,Initial diagnosis of infectious bursal disease is accomplished by the observation of gross lesions in the cloacal bursa.,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-010-laboratory_diagnosis-4,disease_section_fact,传染性法氏囊病,laboratory_diagnosis,This is followed by microscopic analysis of the bursa for lymphocyte depletion in the follicles.,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-010-differential_diagnosis-1,disease_section_fact,传染性法氏囊病,differential_diagnosis,Differential diagnoses for cloacal bursal atrophy include:,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-010-prevention_and_control-1,disease_section_fact,传染性法氏囊病,prevention_and_control,"There is no treatment for infectious bursal disease.** Therefore, control and prevention are key.",0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-010-prevention_and_control-2,disease_section_fact,传染性法氏囊病,prevention_and_control,Rigorous disinfection of contaminated farms after depopulation has achieved limited success.,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-010-prevention_and_control-3,disease_section_fact,传染性法氏囊病,prevention_and_control,IBDV is very stable in the environment and difficult to eradicate from premises.,0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-010-prevention_and_control-4,disease_section_fact,传染性法氏囊病,prevention_and_control,"Live, attenuated virus vaccines of chicken embryo or cell-culture origin and of varying low pathogenicity can be administered by eye drop, drinking water, or SC routes at 1–21 days old.",0.88,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,SRC-0036,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,Infectious Bursal Disease in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-010-diagnosis-standard-anchor,disease_section_fact,传染性法氏囊病,diagnosis_standard_anchor,GB/T 19167-2020 传染性法氏囊病诊断技术,0.95,全国动物卫生标准化技术委员会,SRC-0015,https://std.cahec.cn/gb/details/494.html,inventory description,EXTRACTED,chicken,,CN
DIS-011-pathogen_and_classification-1,disease_section_fact,马立克病,pathogen_and_classification,Reference title: Marek's Disease in Poultry,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-011-pathogen_and_classification-2,disease_section_fact,马立克病,pathogen_and_classification,Marek's disease virus is a member of the genus *Mardivirus* within the subfamily Alphaherpesvirinae.,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-011-pathogen_and_classification-3,disease_section_fact,马立克病,pathogen_and_classification,Within the genus *Mardivirus* are three closely related species previously designated as three serotypes of Marek's disease virus:,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-011-typical_host_and_stage-1,disease_section_fact,马立克病,typical_host_and_stage,"***Gallid alphaherpesvirus*** **3** (MDV serotype 2) and ***Meleagrid alphaherpesvirus*** **1** (turkey herpesvirus, MDV serotype 3) represent avirulent virus strains isolated from chickens and turkeys, respectively, and are commonly used as vaccines against Marek's disease.",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-011-clinical_sign-1,disease_section_fact,马立克病,clinical_sign,The incidence of Marek's disease is quite variable in commercial flocks and depends on the following factors:,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-011-clinical_sign-2,disease_section_fact,马立克病,clinical_sign,strain and dose of virus,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-011-clinical_sign-3,disease_section_fact,马立克病,clinical_sign,host sex and genetics,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-011-clinical_sign-4,disease_section_fact,马立克病,clinical_sign,strain and dose of vaccine virus,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-011-necropsy_change-1,disease_section_fact,马立克病,necropsy_change,Enlarged nerves** are one of the most consistent gross lesions in affected birds.,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-011-necropsy_change-2,disease_section_fact,马立克病,necropsy_change,"Various peripheral nerves, but particularly the vagus, brachial, and sciatic, become enlarged and lose their striations (see  and  images).",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-011-necropsy_change-3,disease_section_fact,马立克病,necropsy_change,"Diffuse or nodular lymphoid tumors may be observed in various organs, particularly the liver, spleen, gonads, heart, lung, kidney, muscle, and proventriculus.",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-011-laboratory_diagnosis-1,disease_section_fact,马立克病,laboratory_diagnosis,"Standard criteria: history and clinical signs, gross pathological findings, and histological examination",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-011-laboratory_diagnosis-2,disease_section_fact,马立克病,laboratory_diagnosis,"Advanced criteria: immunohistochemical testing, standard and quantitative PCR assay, virus isolation, serological testing",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-011-laboratory_diagnosis-3,disease_section_fact,马立克病,laboratory_diagnosis,"For the diagnosis of Marek's disease, it is critical to diagnose the tumors and not the infection because MDV is considered ubiquitous within commercial poultry flocks.",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-011-laboratory_diagnosis-4,disease_section_fact,马立克病,laboratory_diagnosis,"Usually, diagnosis is based on enlarged nerves and lymphoid tumors in various viscera.",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-011-differential_diagnosis-1,disease_section_fact,马立克病,differential_diagnosis,"The absence of bursal tumors helps distinguish this disease from lymphoid leukosis, although the presence of bursal tumors does not exclude Marek's disease.",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-011-differential_diagnosis-2,disease_section_fact,马立克病,differential_diagnosis,Standard criteria are often sufficient for a presumptive diagnosis;,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-011-differential_diagnosis-3,disease_section_fact,马立克病,differential_diagnosis,"however, advanced criteria are needed for a definitive diagnosis.",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-011-prevention_and_control-1,disease_section_fact,马立克病,prevention_and_control,Breeding for genetic resistance,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-011-prevention_and_control-2,disease_section_fact,马立克病,prevention_and_control,"Vaccination is the central strategy for the prevention and control of Marek's disease, along with strict sanitation to decrease or delay exposure and breeding for genetic resistance.",0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-011-prevention_and_control-3,disease_section_fact,马立克病,prevention_and_control,The most widely used vaccines include the following:,0.88,Merck Veterinary Manual - Marek Disease in Poultry,SRC-0037,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,Marek's Disease in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-011-diagnosis-standard-anchor,disease_section_fact,马立克病,diagnosis_standard_anchor,GB/T 18643-2021 鸡马立克氏病诊断技术,0.95,全国动物卫生标准化技术委员会,SRC-0073,https://std.cahec.cn/gb/details/502.html,inventory description,EXTRACTED,chicken,,CN
DIS-012-pathogen_and_classification-1,disease_section_fact,传染性喉气管炎,pathogen_and_classification,Reference title: Infectious Laryngotracheitis,0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 病原与分类,EXTRACTED,chicken,,US
DIS-012-pathogen_and_classification-2,disease_section_fact,传染性喉气管炎,pathogen_and_classification,PROFESSIONAL VERSION,0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 病原与分类,EXTRACTED,chicken,,US
DIS-012-typical_host_and_stage-1,disease_section_fact,传染性喉气管炎,typical_host_and_stage,"ILT is an acute, highly contagious herpesvirus infection of chickens, pheasants, peafowl, and, less commonly, turkeys that is characterized by severe dyspnea, coughing, rales, gasping, and expectoration of bloody mucus (see  and ).",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-012-typical_host_and_stage-2,disease_section_fact,传染性喉气管炎,typical_host_and_stage,"It can also be a subacute disease with nasal and ocular discharge, tracheitis, conjunctivitis (see ), and mild rales.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-012-typical_host_and_stage-3,disease_section_fact,传染性喉气管炎,typical_host_and_stage,"Wild birds, including pigeons and waterfowl, can carry the virus without showing clinical signs.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-012-clinical_sign-1,disease_section_fact,传染性喉气管炎,clinical_sign,"ILT is an acute, highly contagious herpesvirus infection of chickens, pheasants, peafowl, and, less commonly, turkeys that is characterized by severe dyspnea, coughing, rales, gasping, and expectoration of bloody mucus (see  and ).",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 临床症状,EXTRACTED,chicken,,US
DIS-012-clinical_sign-2,disease_section_fact,传染性喉气管炎,clinical_sign,"It can also be a subacute disease with nasal and ocular discharge, tracheitis, conjunctivitis (see ), and mild rales.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 临床症状,EXTRACTED,chicken,,US
DIS-012-clinical_sign-3,disease_section_fact,传染性喉气管炎,clinical_sign,"Wild birds, including pigeons and waterfowl, can carry the virus without showing clinical signs.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 临床症状,EXTRACTED,chicken,,US
DIS-012-clinical_sign-4,disease_section_fact,传染性喉气管炎,clinical_sign,Infectious Laryngotracheitis,0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 临床症状,EXTRACTED,chicken,,US
DIS-012-necropsy_change-1,disease_section_fact,传染性喉气管炎,necropsy_change,"ILT is an acute, highly contagious herpesvirus infection of chickens, pheasants, peafowl, and, less commonly, turkeys that is characterized by severe dyspnea, coughing, rales, gasping, and expectoration of bloody mucus (see  and ).",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 剖检变化,EXTRACTED,chicken,,US
DIS-012-necropsy_change-2,disease_section_fact,传染性喉气管炎,necropsy_change,"It can also be a subacute disease with nasal and ocular discharge, tracheitis, conjunctivitis (see ), and mild rales.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 剖检变化,EXTRACTED,chicken,,US
DIS-012-necropsy_change-3,disease_section_fact,传染性喉气管炎,necropsy_change,"Wild birds, including pigeons and waterfowl, can carry the virus without showing clinical signs.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 剖检变化,EXTRACTED,chicken,,US
DIS-012-laboratory_diagnosis-1,disease_section_fact,传染性喉气管炎,laboratory_diagnosis,Histological evaluation,0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 实验室诊断,EXTRACTED,chicken,,US
DIS-012-laboratory_diagnosis-2,disease_section_fact,传染性喉气管炎,laboratory_diagnosis,Rapid and accurate diagnosis of ILT is central for the establishment of swift control measures.,0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 实验室诊断,EXTRACTED,chicken,,US
DIS-012-laboratory_diagnosis-3,disease_section_fact,传染性喉气管炎,laboratory_diagnosis,"Diagnosis can be based on detection of microscopic lesions, such as syncytia and intranuclear inclusion bodies in the trachea, larynx, and conjunctival mucosa (see ), which are pathognomonic of infection.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 实验室诊断,EXTRACTED,chicken,,US
DIS-012-laboratory_diagnosis-4,disease_section_fact,传染性喉气管炎,laboratory_diagnosis,"Infectious laryngotracheitis, tracheal tissue, chicken",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 实验室诊断,EXTRACTED,chicken,,US
DIS-012-differential_diagnosis-1,disease_section_fact,传染性喉气管炎,differential_diagnosis,Diagnosis of ILT can be rapidly confirmed by the detection of viral DNA using virus-specific PCR assays.,0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 鉴别诊断,EXTRACTED,chicken,,US
DIS-012-differential_diagnosis-2,disease_section_fact,传染性喉气管炎,differential_diagnosis,"Field isolates and vaccine strains of are routinely differentiated by PCR amplification of single or multiple ILTV genome areas, followed by sequencing of the PCR products and analysis of the sequences obtained.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 鉴别诊断,EXTRACTED,chicken,,US
DIS-012-differential_diagnosis-3,disease_section_fact,传染性喉气管炎,differential_diagnosis,Field isolates and vaccine strains also have been differentiated by deep sequencing of partial or full genome sequences.,0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 鉴别诊断,EXTRACTED,chicken,,US
DIS-012-prevention_and_control-1,disease_section_fact,传染性喉气管炎,prevention_and_control,ILT is controlled by biosecurity and vaccination.,0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 防控要点,EXTRACTED,chicken,,US
DIS-012-prevention_and_control-2,disease_section_fact,传染性喉气管炎,prevention_and_control,"ILTV vaccines are either live, attenuated or viral vector recombinant vaccines.",0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 防控要点,EXTRACTED,chicken,,US
DIS-012-prevention_and_control-3,disease_section_fact,传染性喉气管炎,prevention_and_control,Live vaccines originate from virulent viral strains that were attenuated by consecutive passages in embryos or tissue culture.,0.88,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,SRC-0038,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,Infectious Laryngotracheitis / 防控要点,EXTRACTED,chicken,,US
