source_id,category,source_org,source_type,authority_level,evidence_role,jurisdiction,primary_or_secondary,description,source_url,final_url,saved_path,status,verified_at_utc
SRC-0013,standards,国家标准全文公开系统,standard_page,A0,diagnosis_standard,CN,primary,GB/T 23197-2022 鸡传染性支气管炎诊断技术,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E047C85709682D29ABE9153B0D2154AD,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E047C85709682D29ABE9153B0D2154AD,authoritative/raw/standards/openstd_gbt_23197_2022_ib_diagnosis.html,copied,2026-04-28T07:40:26.118007+00:00
SRC-0017,standards,国家标准全文公开系统,standard_page,A0,diagnosis_standard,CN,primary,GB/T 43173-2023 鸡白痢净化检测规程,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=B5722D3A5519C618E966E9290DE31E08,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=B5722D3A5519C618E966E9290DE31E08,authoritative/raw/standards/openstd_gbt_43173_2023_pullorum_purification.html,copied,2026-04-28T07:40:26.127797+00:00
SRC-0068,cn_official,农业农村部,official_attachment_docx,A0,product_label,CN,primary,兽药产品批准文号管理办法 docx 附件,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585037115.docx,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585037115.docx,authoritative/raw/cn_official/moa_veterinary_approval_number_management_attachment.docx,downloaded,2026-04-28T08:59:32.347580+00:00
SRC-0069,cn_official,农业农村部,official_attachment_pdf,A0,product_label,CN,primary,兽药产品批准文号管理办法 pdf 附件,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585561027.pdf,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585561027.pdf,authoritative/raw/cn_official/moa_veterinary_approval_number_management_attachment.pdf,downloaded,2026-04-28T08:59:32.786962+00:00
SRC-0070,cn_official,农业农村部,official_attachment_docx,A0,product_label,CN,primary,兽药标签和说明书管理办法 docx 附件,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568543833749.docx,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568543833749.docx,authoritative/raw/cn_official/moa_veterinary_label_and_insert_management_attachment.docx,downloaded,2026-04-28T08:59:33.040015+00:00
SRC-0071,cn_official,农业农村部,official_attachment_pdf,A0,product_label,CN,primary,兽药标签和说明书管理办法 pdf 附件,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568544308815.pdf,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568544308815.pdf,authoritative/raw/cn_official/moa_veterinary_label_and_insert_management_attachment.pdf,downloaded,2026-04-28T08:59:33.542403+00:00
SRC-0072,standards,全国动物卫生标准化技术委员会,standard_compendium_pdf,A0,diagnosis_standard,CN,primary,动物卫生国家标准选编 PDF（含禽病相关标准汇编）,https://std.cahec.cn/std/File/20200211/75551581405399.pdf,https://std.cahec.cn/std/File/20200211/75551581405399.pdf,authoritative/raw/standards/cahec_animal_health_national_standards_compendium_2020.pdf,downloaded,2026-04-28T08:59:34.834746+00:00
SRC-0073,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 18643-2021 鸡马立克氏病诊断技术,https://std.cahec.cn/gb/details/502.html,https://std.cahec.cn/gb/details/502.html,authoritative/raw/standards/cahec_gbt_18643_2021_marek_diagnosis.html,downloaded,2026-04-28T08:59:35.088906+00:00
SRC-0074,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 18936-2025 禽流感诊断技术,https://std.cahec.cn/gb/details/1841.html,https://std.cahec.cn/gb/details/1841.html,authoritative/raw/standards/cahec_gbt_18936_2025_avian_influenza_diagnosis.html,downloaded,2026-04-28T08:59:35.389130+00:00
SRC-0075,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 47129-2026 鸡红螨病诊断技术,https://std.cahec.cn/gb/details/2501.html,https://std.cahec.cn/gb/details/2501.html,authoritative/raw/standards/cahec_gbt_47129_2026_chicken_red_mite_diagnosis.html,downloaded,2026-04-28T08:59:35.716780+00:00
SRC-0076,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 680-2003 禽白血病病毒 p27 抗原酶联免疫吸附试验方法,https://std.cahec.cn/qb/details/259.html,https://std.cahec.cn/qb/details/259.html,authoritative/raw/standards/cahec_nyt_680_2003_avian_leukosis_p27_elisa.html,downloaded,2026-04-28T08:59:36.046794+00:00
SRC-0077,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,NY/T 680-2003 禽白血病病毒 p27 抗原酶联免疫吸附试验方法 PDF,https://std.cahec.cn/std/File/20171111/96121510384206.pdf,https://std.cahec.cn/std/File/20171111/96121510384206.pdf,authoritative/raw/standards/cahec_nyt_680_2003_avian_leukosis_p27_elisa.pdf,downloaded,2026-04-28T08:59:36.706373+00:00
SRC-0078,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 770-2004 高致病性禽流感监测技术规范,https://std.cahec.cn/qb/details/268.html,https://std.cahec.cn/qb/details/268.html,authoritative/raw/standards/cahec_nyt_770_2004_hpai_surveillance.html,downloaded,2026-04-28T08:59:37.061223+00:00
SRC-0079,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,NY/T 770-2004 高致病性禽流感监测技术规范 PDF,https://std.cahec.cn/std/File/20171111/75131510384385.pdf,https://std.cahec.cn/std/File/20171111/75131510384385.pdf,authoritative/raw/standards/cahec_nyt_770_2004_hpai_surveillance.pdf,downloaded,2026-04-28T08:59:38.212507+00:00
SRC-0080,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 553-2015 禽支原体 PCR 检测方法,https://std.cahec.cn/qb/details/313.html,https://std.cahec.cn/qb/details/313.html,authoritative/raw/standards/cahec_nyt_553_2015_avian_mycoplasma_pcr.html,downloaded,2026-04-28T08:59:38.446673+00:00
SRC-0081,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,NY/T 553-2015 禽支原体 PCR 检测方法 PDF,https://std.cahec.cn/std/File/20171111/57561510385371.pdf,https://std.cahec.cn/std/File/20171111/57561510385371.pdf,authoritative/raw/standards/cahec_nyt_553_2015_avian_mycoplasma_pcr.pdf,downloaded,2026-04-28T08:59:39.449560+00:00
SRC-0082,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,禽白血病,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/avian-leukosis-in-poultry?autoredirectid=23791,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/avian-leukosis-in-poultry?autoredirectid=23791,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms-in-poultry_avian-leukosis-in-poultry.html,downloaded,2026-04-28T08:59:44.492810+00:00
SRC-0083,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,网状内皮组织增生症,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/reticuloendotheliosis-in-poultry?autoredirectid=23789,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/reticuloendotheliosis-in-poultry?autoredirectid=23789,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms-in-poultry_reticuloendotheliosis-in-poultry.html,downloaded,2026-04-28T08:59:50.785621+00:00
SRC-0084,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,鸡传染性贫血,https://www.merckvetmanual.com/poultry/chicken-anemia-virus-infection/chicken-anemia-virus-infection,https://www.merckvetmanual.com/poultry/chicken-anemia-virus-infection/chicken-anemia-virus-infection,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_chicken-anemia-virus-infection_chicken-anemia-virus-infection.html,downloaded,2026-04-28T08:59:53.515409+00:00
SRC-0085,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,病毒性关节炎,https://www.merckvetmanual.com/poultry/viral-arthritis/viral-arthritis-in-poultry,https://www.merckvetmanual.com/poultry/viral-arthritis/viral-arthritis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-arthritis_viral-arthritis-in-poultry.html,downloaded,2026-04-28T08:59:58.385711+00:00
SRC-0086,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,包涵体肝炎和肝炎心包积液综合征,https://www.merckvetmanual.com/poultry/inclusion-body-hepatitis-and-hydropericardium-syndrome/inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry,https://www.merckvetmanual.com/poultry/inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome/inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry?autoredirectid=28444,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_inclusion-body-hepatitis-and-hydropericardium-syndrome_inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry.html,downloaded,2026-04-28T09:00:05.880731+00:00
SRC-0087,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,脐炎,https://www.merckvetmanual.com/poultry/omphalitis/omphalitis-in-poultry,https://www.merckvetmanual.com/poultry/omphalitis/omphalitis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_omphalitis_omphalitis-in-poultry.html,downloaded,2026-04-28T09:00:10.805319+00:00
SRC-0088,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,溃疡性肠炎,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_ulcerative-enteritis_ulcerative-enteritis-in-poultry.html,downloaded,2026-04-28T09:00:15.578760+00:00
SRC-0089,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,念珠菌病,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_candidiasis-in-poultry_candidiasis-in-poultry.html,downloaded,2026-04-28T09:00:19.533230+00:00
SRC-0090,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,肠球菌病,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_enterococcosis_enterococcosis-in-poultry.html,downloaded,2026-04-28T09:00:23.034395+00:00
SRC-0091,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,病毒性肠炎总论,https://www.merckvetmanual.com/poultry/viral-enteritis/viral-enteritis-in-poultry?media=print,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/overview-of-viral-enteritis-in-poultry?autoredirectid=25436&media=print,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis_viral-enteritis-in-poultry.html,downloaded,2026-04-28T09:00:26.529614+00:00
SRC-0092,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,轮状病毒感染,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis-in-poultry_rotavirus-infections-of-poultry.html,downloaded,2026-04-28T09:00:29.145928+00:00
SRC-0093,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,小核糖核酸病毒感染,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/picornavirus-infections-in-poultry,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/picornavirus-infections-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis-in-poultry_picornavirus-infections-in-poultry.html,downloaded,2026-04-28T09:00:31.957039+00:00
SRC-0094,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 23197-2008 鸡传染性支气管炎诊断技术,https://std.cahec.cn/gb/details/167.html,https://std.cahec.cn/gb/details/167.html,authoritative/raw/standards/cahec_gbt_23197_2008_infectious_bronchitis.html,downloaded,2026-04-28T11:34:11.277913+00:00
SRC-0095,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,GB/T 23197-2008 鸡传染性支气管炎诊断技术 PDF,https://std.cahec.cn/std/File/20171111/26551510380267.pdf,https://std.cahec.cn/std/File/20171111/26551510380267.pdf,authoritative/raw/standards/cahec_gbt_23197_2008_infectious_bronchitis.pdf,downloaded,2026-04-28T11:34:13.303931+00:00
SRC-0096,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 3791-2020 鸡心包积液综合征诊断技术,https://std.cahec.cn/qb/details/536.html,https://std.cahec.cn/qb/details/536.html,authoritative/raw/standards/cahec_nyt_3791_2020_hydropericardium_syndrome.html,downloaded,2026-04-28T11:34:14.510658+00:00
SRC-0097,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,NY/T 3791-2020 鸡心包积液综合征诊断技术 PDF,https://std.cahec.cn/std/File/20210830/84731630308358.pdf,https://std.cahec.cn/std/File/20210830/84731630308358.pdf,authoritative/raw/standards/cahec_nyt_3791_2020_hydropericardium_syndrome.pdf,downloaded,2026-04-28T11:34:18.696939+00:00
SRC-0098,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,禽丹毒,https://www.merckvetmanual.com/poultry/erysipelas/erysipelas-in-poultry,https://www.merckvetmanual.com/poultry/erysipelas/erysipelas-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_erysipelas_erysipelas-in-poultry.html,downloaded,2026-04-28T11:34:23.572028+00:00
SRC-0099,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,弯曲杆菌感染,https://www.merckvetmanual.com/poultry/campylobacteriosis-in-birds/campylobacteriosis-in-birds,https://www.merckvetmanual.com/poultry/campylobacteriosis-in-birds/campylobacteriosis-in-birds,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_campylobacter-infections_campylobacter-infections-in-poultry.html,downloaded,2026-04-28T11:34:31.332591+00:00
SRC-0100,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,偏肺病毒感染,https://www.merckvetmanual.com/poultry/avian-metapneumovirus/avian-metapneumovirus,https://www.merckvetmanual.com/poultry/avian-metapneumovirus/avian-metapneumovirus,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_turkey-rhinotracheitis_avian-metapneumovirus-infection-in-poultry.html,downloaded,2026-04-28T11:34:38.385247+00:00
SRC-0101,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,隐孢子虫病,https://www.merckvetmanual.com/poultry/cryptosporidiosis/cryptosporidiosis-in-poultry,https://www.merckvetmanual.com/poultry/cryptosporidiosis-in-poultry/cryptosporidiosis-in-poultry?autoredirectid=21575,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_cryptosporidiosis_cryptosporidiosis-in-poultry.html,downloaded,2026-04-28T11:34:47.367863+00:00
SRC-0102,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 3072-2017 禽结核病诊断技术,https://std.cahec.cn/qb/details/364.html,https://std.cahec.cn/qb/details/364.html,authoritative/raw/standards/cahec_nyt_3072_2017_avian_tuberculosis.html,downloaded,2026-04-28T12:32:03.180221+00:00
SRC-0103,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 3072-2017 禽结核病诊断技术,https://std.cahec.cn/qb/details/364.html,https://std.cahec.cn/qb/details/364.html,authoritative/raw/standards/cahec_nyt_3072_2017_avian_tuberculosis.html,downloaded,2026-04-28T12:32:14.075409+00:00
SRC-0104,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 551-2017 鸡产蛋下降综合征诊断技术,https://std.cahec.cn/qb/details/360.html,https://std.cahec.cn/qb/details/360.html,authoritative/raw/standards/cahec_nyt_551_2017_egg_drop_syndrome.html,downloaded,2026-04-28T12:32:15.509327+00:00
SRC-0105,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 551-2017 鸡产蛋下降综合征诊断技术,https://std.cahec.cn/qb/details/360.html,https://std.cahec.cn/qb/details/360.html,authoritative/raw/standards/cahec_nyt_551_2017_egg_drop_syndrome.html,downloaded,2026-04-28T12:32:30.094868+00:00
SRC-0106,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 540-2023 鸡病毒性关节炎诊断技术,https://std.cahec.cn/qb/details/1211.html,https://std.cahec.cn/qb/details/1211.html,authoritative/raw/standards/cahec_nyt_536_2023_viral_arthritis.html,downloaded,2026-04-28T12:32:30.336635+00:00
SRC-0107,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 540-2023 鸡病毒性关节炎诊断技术,https://std.cahec.cn/qb/details/1211.html,https://std.cahec.cn/qb/details/1211.html,authoritative/raw/standards/cahec_nyt_536_2023_viral_arthritis.html,downloaded,2026-04-28T12:32:57.006573+00:00
SRC-0108,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 540-2023 鸡病毒性关节炎诊断技术,https://std.cahec.cn/qb/details/1211.html,https://std.cahec.cn/qb/details/1211.html,authoritative/raw/standards/cahec_nyt_540_2023_viral_arthritis.html,downloaded,2026-04-28T12:32:58.153829+00:00
SRC-0109,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 540-2023 鸡病毒性关节炎诊断技术,https://std.cahec.cn/qb/details/1211.html,https://std.cahec.cn/qb/details/1211.html,authoritative/raw/standards/cahec_nyt_540_2023_viral_arthritis.html,downloaded,2026-04-28T12:33:01.411469+00:00
SRC-0110,cn_official,全国动物卫生标准化技术委员会,official_notice,A0,regulation,CN,primary,农业农村部第504号公告 马鼻疽诊断技术等20项动物卫生行业标准发布,https://std.cahec.cn/news/details/118.html,https://std.cahec.cn/news/details/118.html,authoritative/raw/cn_official/cahec_notice_504_animal_health_standards_release.html,downloaded,2026-04-28T12:33:01.868133+00:00
SRC-0111,cn_official,全国动物卫生标准化技术委员会,official_notice,A0,regulation,CN,primary,农业农村部第651号公告 猪传染性胸膜肺炎诊断技术等7项动物卫生行业标准发布,https://std.cahec.cn/qb/details/1061.html,https://std.cahec.cn/qb/details/1061.html,authoritative/raw/cn_official/cahec_notice_651_animal_health_standards_release.html,downloaded,2026-04-28T12:33:02.287506+00:00
SRC-0112,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,鸡产蛋下降综合征,https://www.merckvetmanual.com/poultry/egg-drop-syndrome-76/egg-drop-syndrome-76,https://www.merckvetmanual.com/poultry/egg-drop-syndrome-76/egg-drop-syndrome-76,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_egg-drop-syndrome-76_egg-drop-syndrome-76.html,downloaded,2026-04-28T12:33:07.360506+00:00
SRC-0113,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,滑液囊支原体感染,https://www.merckvetmanual.com/poultry/mycoplasmosis/mycoplasma-synoviae-infection-in-poultry,https://www.merckvetmanual.com/poultry/mycoplasmosis/mycoplasma-synoviae-infection-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_mycoplasmosis_mycoplasma-synoviae-infection-in-poultry.html,downloaded,2026-04-28T12:33:11.977331+00:00
SRC-0114,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,禽螺旋体病,https://www.merckvetmanual.com/poultry/avian-spirochetosis/avian-spirochetosis,https://www.merckvetmanual.com/poultry/avian-spirochetosis/avian-spirochetosis,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_avian-spirochetosis_avian-spirochetosis.html,downloaded,2026-04-28T12:33:15.879725+00:00
SRC-0115,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,禽结核病,https://www.merckvetmanual.com/poultry/tuberculosis-in-poultry/tuberculosis-in-poultry?autoredirectid=23399,https://www.merckvetmanual.com/poultry/tuberculosis-in-poultry/tuberculosis-in-poultry?autoredirectid=23399,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_tuberculosis-in-poultry_tuberculosis-in-poultry.html,downloaded,2026-04-28T12:33:19.026654+00:00
SRC-0116,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,禽衣原体病,https://www.merckvetmanual.com/poultry/avian-chlamydiosis/avian-chlamydiosis?query=psittaci,https://www.merckvetmanual.com/poultry/avian-chlamydiosis/avian-chlamydiosis?query=psittaci,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_avian-chlamydiosis_avian-chlamydiosis.html,downloaded,2026-04-28T12:33:23.854363+00:00
SRC-0117,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,住白细胞虫病,https://www.merckvetmanual.com/poultry/bloodborne-organisms-in-poultry/leucocytozoonosis-in-poultry,https://www.merckvetmanual.com/poultry/bloodborne-organisms-in-poultry/leucocytozoonosis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_bloodborne-organisms-in-poultry_leucocytozoonosis-in-poultry.html,downloaded,2026-04-28T12:33:30.963969+00:00
SRC-0118,clinical_reference,Merck Veterinary Manual - Egg Peritonitis in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,卵黄性腹膜炎,https://www.merckvetmanual.com/poultry/disorders-of-the-reproductive-system-in-poultry/egg-peritonitis-in-poultry,https://www.merckvetmanual.com/poultry/disorders-of-the-reproductive-system-in-poultry/egg-peritonitis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_disorders-of-the-reproductive-system-in-poultry_egg-peritonitis-in-poultry.html,downloaded,2026-04-29T09:03:07.887682+00:00
SRC-0119,clinical_reference,Merck Veterinary Manual - Urate Deposition (Gout) in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,鸡痛风,https://www.merckvetmanual.com/poultry/miscellaneous-conditions-of-poultry/urate-deposition-gout-in-poultry,https://www.merckvetmanual.com/poultry/miscellaneous-conditions-of-poultry/urate-deposition-gout-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_miscellaneous-conditions-of-poultry_urate-deposition-gout-in-poultry.html,downloaded,2026-04-29T09:03:11.995219+00:00
SRC-0120,clinical_reference,Merck Veterinary Manual - Paratyphoid Infections in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,禽副伤寒,https://www.merckvetmanual.com/poultry/salmonelloses-in-poultry/paratyphoid-infections-in-poultry,https://www.merckvetmanual.com/poultry/salmonelloses-in-poultry/paratyphoid-infections-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_salmonelloses-in-poultry_paratyphoid-infections-in-poultry.html,downloaded,2026-04-29T09:03:15.231568+00:00
SRC-0121,clinical_reference,Merck Veterinary Manual - Gangrenous Dermatitis in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,坏疽性皮炎,https://www.merckvetmanual.com/poultry/gangrenous-dermatitis/gangrenous-dermatitis-in-poultry,https://www.merckvetmanual.com/poultry/gangrenous-dermatitis/gangrenous-dermatitis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_gangrenous-dermatitis_gangrenous-dermatitis-in-poultry.html,downloaded,2026-04-29T09:03:19.009268+00:00
