source_id,title,category,source_org,source_type,authority_level,evidence_role,jurisdiction,primary_or_secondary,source_url,final_url,saved_path,status,verified_at_utc,raw_relpath,extractable_text,extraction_method,heading_count,issue
SRC-0019,Avian Influenza - WOAH - World Organisation for Animal Health,international,WOAH,international_disease_page,A1,clinical_reference,WOAH,primary,https://www.woah.org/en/disease/avian-influenza/,https://www.woah.org/en/disease/avian-influenza/,authoritative/raw/international/woah_avian_influenza_disease_page.html,copied,2026-04-28T07:40:26.133147+00:00,raw/international/woah_avian_influenza_disease_page.html,yes,native,71,
SRC-0020,Newcastle disease - WOAH - World Organisation for Animal Health,international,WOAH,international_disease_page,A1,clinical_reference,WOAH,primary,https://www.woah.org/en/disease/newcastle-disease/,https://www.woah.org/en/disease/newcastle-disease/,authoritative/raw/international/woah_newcastle_disease_page.html,copied,2026-04-28T07:40:26.135297+00:00,raw/international/woah_newcastle_disease_page.html,yes,native,11,
SRC-0021,Terrestrial Animal Health Code - Index,international,WOAH,international_code_index,A1,regulation,WOAH,primary,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahc/2021/en_index.htm,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahc/2021/en_index.htm,authoritative/raw/international/woah_terrestrial_code_index.html,copied,2026-04-28T07:40:26.139428+00:00,raw/international/woah_terrestrial_code_index.html,yes,native,0,
SRC-0057,metronidazole-summary-report-committee-veterinary-medicinal-products_en,international_technical,EMA maximum residue report,regulatory_reference,A1,regulation,EU,primary,https://www.ema.europa.eu/en/documents/mrl-report/metronidazole-summary-report-committee-veterinary-medicinal-products_en.pdf,https://www.ema.europa.eu/en/documents/mrl-report/metronidazole-summary-report-committee-veterinary-medicinal-products_en.pdf,authoritative/raw/international_technical/metronidazole-summary-report-committee-veterinary-medicinal-products_en.pdf,downloaded,2026-04-28T07:40:26.211984+00:00,raw/international_technical/metronidazole-summary-report-committee-veterinary-medicinal-products_en.pdf,yes,native,5,
SRC-0067,woah_2026_hpai_surveillance_smallholder_guideline,international_technical,WOAH,guideline_pdf,A1,diagnosis_standard,WOAH,primary,https://www.woah.org/app/uploads/2026/01/2026-guidelines-avian-influenza-surveillance-en.pdf,https://www.woah.org/app/uploads/2026/01/2026-guidelines-avian-influenza-surveillance-en.pdf,authoritative/raw/international_technical/woah_2026_hpai_surveillance_smallholder_guideline.pdf,downloaded,2026-04-28T07:40:26.230430+00:00,raw/international_technical/woah_2026_hpai_surveillance_smallholder_guideline.pdf,yes,native,39,
SRC-0066,woah_terrestrial_manual_3_3_14_newcastle_disease,international_technical,WOAH,manual_pdf,A1,diagnosis_standard,WOAH,primary,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.14_NEWCASTLE_DIS.pdf,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.14_NEWCASTLE_DIS.pdf,authoritative/raw/international_technical/woah_terrestrial_manual_3_3_14_newcastle_disease.pdf,downloaded,2026-04-28T07:40:26.226855+00:00,raw/international_technical/woah_terrestrial_manual_3_3_14_newcastle_disease.pdf,yes,native,23,
SRC-0065,woah_terrestrial_manual_3_3_4_avian_influenza,international_technical,WOAH,manual_pdf,A1,diagnosis_standard,WOAH,primary,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.04_AI.pdf,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.04_AI.pdf,authoritative/raw/international_technical/woah_terrestrial_manual_3_3_4_avian_influenza.pdf,downloaded,2026-04-28T07:40:26.224726+00:00,raw/international_technical/woah_terrestrial_manual_3_3_4_avian_influenza.pdf,yes,native,28,
SRC-0059,Doxycycline 50% WSP - referral | European Medicines Agency (EMA),international_technical,EMA referral,regulatory_reference,A1,regulation,EU,primary,https://www.ema.europa.eu/en/medicines/veterinary/referrals/doxycycline-50-wsp,https://www.ema.europa.eu/en/medicines/veterinary/referrals/doxycycline-50-wsp,authoritative/raw/international_technical/www.ema.europa.eu_en_medicines_veterinary_referrals_doxycycline-50-wsp.html,downloaded,2026-04-28T07:40:26.214128+00:00,raw/international_technical/www.ema.europa.eu_en_medicines_veterinary_referrals_doxycycline-50-wsp.html,yes,native,1,
SRC-0014,GB/T 18936-2020	高致病性禽流感诊断技术 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/gb/details/493.html,https://std.cahec.cn/gb/details/493.html,authoritative/raw/standards/cahec_gbt_18936_2020_hpai_diagnosis.html,copied,2026-04-28T07:40:26.121768+00:00,raw/standards/cahec_gbt_18936_2020_hpai_diagnosis.html,yes,native,1,
SRC-0015,GB/T 19167-2020	传染性法氏囊病诊断技术 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/gb/details/494.html,https://std.cahec.cn/gb/details/494.html,authoritative/raw/standards/cahec_gbt_19167_2020_ibd_diagnosis.html,copied,2026-04-28T07:40:26.124058+00:00,raw/standards/cahec_gbt_19167_2020_ibd_diagnosis.html,yes,native,1,
SRC-0018,GB-T 36873-2018 原种鸡群禽白血病净化检测规程 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/gb/details/415.html,https://std.cahec.cn/gb/details/415.html,authoritative/raw/standards/cahec_gbt_36873_2018_avian_leukosis_purification.html,copied,2026-04-28T07:40:26.130732+00:00,raw/standards/cahec_gbt_36873_2018_avian_leukosis_purification.html,yes,native,1,
SRC-0025,cahec_gbt_36873_2018_avian_leukosis_purification,standards,??????????????,standard_pdf,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/std/File/20191218/58901576657150.pdf,https://std.cahec.cn/std/File/20191218/58901576657150.pdf,authoritative/raw/standards/cahec_gbt_36873_2018_avian_leukosis_purification.pdf,copied,2026-04-28T07:40:26.158436+00:00,raw/standards/cahec_gbt_36873_2018_avian_leukosis_purification.pdf,yes,native,16,
SRC-0016,NY/T 556-2020 鸡传染性喉气管炎诊断技术 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/qb/details/537.html,https://std.cahec.cn/qb/details/537.html,authoritative/raw/standards/cahec_nyt_556_2020_ilt_diagnosis.html,copied,2026-04-28T07:40:26.125919+00:00,raw/standards/cahec_nyt_556_2020_ilt_diagnosis.html,yes,native,1,
SRC-0024,cahec_nyt_556_2020_ilt_diagnosis,standards,??????????????,standard_pdf,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/std/File/20210830/82541630308448.pdf,https://std.cahec.cn/std/File/20210830/82541630308448.pdf,authoritative/raw/standards/cahec_nyt_556_2020_ilt_diagnosis.pdf,copied,2026-04-28T07:40:26.155011+00:00,raw/standards/cahec_nyt_556_2020_ilt_diagnosis.pdf,yes,ocr_cache,5,
SRC-0011,国标文本 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standards_index,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/gb/12_2.html,https://std.cahec.cn/gb/12_2.html,authoritative/raw/standards/cahec_poultry_national_standards_index.html,copied,2026-04-28T07:40:26.112563+00:00,raw/standards/cahec_poultry_national_standards_index.html,yes,native,0,
SRC-0012,国家标准|GB/T 16550-2020,standards,国家标准全文公开系统,standard_page,A0,diagnosis_standard,CN,primary,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=DAA58A6FCC696F91339EED5BF8460CAB,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=DAA58A6FCC696F91339EED5BF8460CAB,authoritative/raw/standards/openstd_gbt_16550_2020_newcastle_diagnosis.html,copied,2026-04-28T07:40:26.115902+00:00,raw/standards/openstd_gbt_16550_2020_newcastle_diagnosis.html,yes,native,1,
SRC-0013,国家标准|GB/T 23197-2022,standards,国家标准全文公开系统,standard_page,A0,diagnosis_standard,CN,primary,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E047C85709682D29ABE9153B0D2154AD,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E047C85709682D29ABE9153B0D2154AD,authoritative/raw/standards/openstd_gbt_23197_2022_ib_diagnosis.html,copied,2026-04-28T07:40:26.118007+00:00,raw/standards/openstd_gbt_23197_2022_ib_diagnosis.html,yes,native,1,
SRC-0017,国家标准|GB/T 43173-2023,standards,国家标准全文公开系统,standard_page,A0,diagnosis_standard,CN,primary,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=B5722D3A5519C618E966E9290DE31E08,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=B5722D3A5519C618E966E9290DE31E08,authoritative/raw/standards/openstd_gbt_43173_2023_pullorum_purification.html,copied,2026-04-28T07:40:26.127797+00:00,raw/standards/openstd_gbt_43173_2023_pullorum_purification.html,yes,native,1,
SRC-0068,moa_veterinary_approval_number_management_attachment,cn_official,农业农村部,official_attachment_docx,A0,product_label,CN,primary,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585037115.docx,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585037115.docx,authoritative/raw/cn_official/moa_veterinary_approval_number_management_attachment.docx,downloaded,2026-04-28T08:59:32.347580+00:00,raw/cn_official/moa_veterinary_approval_number_management_attachment.docx,yes,native,10,
SRC-0069,moa_veterinary_approval_number_management_attachment,cn_official,农业农村部,official_attachment_pdf,A0,product_label,CN,primary,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585561027.pdf,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585561027.pdf,authoritative/raw/cn_official/moa_veterinary_approval_number_management_attachment.pdf,downloaded,2026-04-28T08:59:32.786962+00:00,raw/cn_official/moa_veterinary_approval_number_management_attachment.pdf,yes,ocr_cache,5,
SRC-0070,moa_veterinary_label_and_insert_management_attachment,cn_official,农业农村部,official_attachment_docx,A0,product_label,CN,primary,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568543833749.docx,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568543833749.docx,authoritative/raw/cn_official/moa_veterinary_label_and_insert_management_attachment.docx,downloaded,2026-04-28T08:59:33.040015+00:00,raw/cn_official/moa_veterinary_label_and_insert_management_attachment.docx,yes,native,10,
SRC-0071,moa_veterinary_label_and_insert_management_attachment,cn_official,农业农村部,official_attachment_pdf,A0,product_label,CN,primary,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568544308815.pdf,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568544308815.pdf,authoritative/raw/cn_official/moa_veterinary_label_and_insert_management_attachment.pdf,downloaded,2026-04-28T08:59:33.542403+00:00,raw/cn_official/moa_veterinary_label_and_insert_management_attachment.pdf,yes,ocr_cache,5,
SRC-0072,cahec_animal_health_national_standards_compendium_2020,standards,全国动物卫生标准化技术委员会,standard_compendium_pdf,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/std/File/20200211/75551581405399.pdf,https://std.cahec.cn/std/File/20200211/75551581405399.pdf,authoritative/raw/standards/cahec_animal_health_national_standards_compendium_2020.pdf,downloaded,2026-04-28T08:59:34.834746+00:00,raw/standards/cahec_animal_health_national_standards_compendium_2020.pdf,yes,ocr_cache,5,
SRC-0073,GB/T 18643-2021	鸡马立克氏病诊断技术 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/gb/details/502.html,https://std.cahec.cn/gb/details/502.html,authoritative/raw/standards/cahec_gbt_18643_2021_marek_diagnosis.html,downloaded,2026-04-28T08:59:35.088906+00:00,raw/standards/cahec_gbt_18643_2021_marek_diagnosis.html,yes,native,1,
SRC-0074,GB/T 18936-2025禽流感诊断技术 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/gb/details/1841.html,https://std.cahec.cn/gb/details/1841.html,authoritative/raw/standards/cahec_gbt_18936_2025_avian_influenza_diagnosis.html,downloaded,2026-04-28T08:59:35.389130+00:00,raw/standards/cahec_gbt_18936_2025_avian_influenza_diagnosis.html,yes,native,1,
SRC-0075,GB/T 47129-2026鸡红螨病诊断技术 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/gb/details/2501.html,https://std.cahec.cn/gb/details/2501.html,authoritative/raw/standards/cahec_gbt_47129_2026_chicken_red_mite_diagnosis.html,downloaded,2026-04-28T08:59:35.716780+00:00,raw/standards/cahec_gbt_47129_2026_chicken_red_mite_diagnosis.html,yes,native,1,
SRC-0076,NY/T  680-2003  禽白血病病毒p27抗原酶联免疫吸附试验方法 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/qb/details/259.html,https://std.cahec.cn/qb/details/259.html,authoritative/raw/standards/cahec_nyt_680_2003_avian_leukosis_p27_elisa.html,downloaded,2026-04-28T08:59:36.046794+00:00,raw/standards/cahec_nyt_680_2003_avian_leukosis_p27_elisa.html,yes,native,1,
SRC-0077,cahec_nyt_680_2003_avian_leukosis_p27_elisa,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/std/File/20171111/96121510384206.pdf,https://std.cahec.cn/std/File/20171111/96121510384206.pdf,authoritative/raw/standards/cahec_nyt_680_2003_avian_leukosis_p27_elisa.pdf,downloaded,2026-04-28T08:59:36.706373+00:00,raw/standards/cahec_nyt_680_2003_avian_leukosis_p27_elisa.pdf,yes,ocr_cache,5,
SRC-0078,NY/T  770-2004  高致病性禽流感+监测技术规范 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/qb/details/268.html,https://std.cahec.cn/qb/details/268.html,authoritative/raw/standards/cahec_nyt_770_2004_hpai_surveillance.html,downloaded,2026-04-28T08:59:37.061223+00:00,raw/standards/cahec_nyt_770_2004_hpai_surveillance.html,yes,native,1,
SRC-0079,cahec_nyt_770_2004_hpai_surveillance,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/std/File/20171111/75131510384385.pdf,https://std.cahec.cn/std/File/20171111/75131510384385.pdf,authoritative/raw/standards/cahec_nyt_770_2004_hpai_surveillance.pdf,downloaded,2026-04-28T08:59:38.212507+00:00,raw/standards/cahec_nyt_770_2004_hpai_surveillance.pdf,yes,ocr_cache,5,
SRC-0080,NY/T  553-2015  禽支原体PCR检测方法 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/qb/details/313.html,https://std.cahec.cn/qb/details/313.html,authoritative/raw/standards/cahec_nyt_553_2015_avian_mycoplasma_pcr.html,downloaded,2026-04-28T08:59:38.446673+00:00,raw/standards/cahec_nyt_553_2015_avian_mycoplasma_pcr.html,yes,native,1,
SRC-0081,cahec_nyt_553_2015_avian_mycoplasma_pcr,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/std/File/20171111/57561510385371.pdf,https://std.cahec.cn/std/File/20171111/57561510385371.pdf,authoritative/raw/standards/cahec_nyt_553_2015_avian_mycoplasma_pcr.pdf,downloaded,2026-04-28T08:59:39.449560+00:00,raw/standards/cahec_nyt_553_2015_avian_mycoplasma_pcr.pdf,yes,native,7,
SRC-0082,Avian Leukosis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/avian-leukosis-in-poultry?autoredirectid=23791,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/avian-leukosis-in-poultry?autoredirectid=23791,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms-in-poultry_avian-leukosis-in-poultry.html,downloaded,2026-04-28T08:59:44.492810+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms-in-poultry_avian-leukosis-in-poultry.html,yes,native,11,
SRC-0083,Reticuloendotheliosis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/reticuloendotheliosis-in-poultry?autoredirectid=23789,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/reticuloendotheliosis-in-poultry?autoredirectid=23789,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms-in-poultry_reticuloendotheliosis-in-poultry.html,downloaded,2026-04-28T08:59:50.785621+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms-in-poultry_reticuloendotheliosis-in-poultry.html,yes,native,9,
SRC-0084,Chicken Anemia Virus Infection - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/chicken-anemia-virus-infection/chicken-anemia-virus-infection,https://www.merckvetmanual.com/poultry/chicken-anemia-virus-infection/chicken-anemia-virus-infection,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_chicken-anemia-virus-infection_chicken-anemia-virus-infection.html,downloaded,2026-04-28T08:59:53.515409+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_chicken-anemia-virus-infection_chicken-anemia-virus-infection.html,yes,native,12,
SRC-0085,Viral Arthritis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/viral-arthritis/viral-arthritis-in-poultry,https://www.merckvetmanual.com/poultry/viral-arthritis/viral-arthritis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-arthritis_viral-arthritis-in-poultry.html,downloaded,2026-04-28T08:59:58.385711+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_viral-arthritis_viral-arthritis-in-poultry.html,yes,native,12,
SRC-0086,Inclusion Body Hepatitis and Hepatitis Hydropericardium Syndrome in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/inclusion-body-hepatitis-and-hydropericardium-syndrome/inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry,https://www.merckvetmanual.com/poultry/inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome/inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry?autoredirectid=28444,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_inclusion-body-hepatitis-and-hydropericardium-syndrome_inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry.html,downloaded,2026-04-28T09:00:05.880731+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_inclusion-body-hepatitis-and-hydropericardium-syndrome_inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry.html,yes,native,9,
SRC-0087,Omphalitis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/omphalitis/omphalitis-in-poultry,https://www.merckvetmanual.com/poultry/omphalitis/omphalitis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_omphalitis_omphalitis-in-poultry.html,downloaded,2026-04-28T09:00:10.805319+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_omphalitis_omphalitis-in-poultry.html,yes,native,9,
SRC-0088,Ulcerative Enteritis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_ulcerative-enteritis_ulcerative-enteritis-in-poultry.html,downloaded,2026-04-28T09:00:15.578760+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_ulcerative-enteritis_ulcerative-enteritis-in-poultry.html,yes,native,11,
SRC-0089,Candidiasis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_candidiasis-in-poultry_candidiasis-in-poultry.html,downloaded,2026-04-28T09:00:19.533230+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_candidiasis-in-poultry_candidiasis-in-poultry.html,yes,native,9,
SRC-0090,Enterococcosis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_enterococcosis_enterococcosis-in-poultry.html,downloaded,2026-04-28T09:00:23.034395+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_enterococcosis_enterococcosis-in-poultry.html,yes,native,11,
SRC-0091,Overview of Viral Enteritis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/viral-enteritis/viral-enteritis-in-poultry?media=print,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/overview-of-viral-enteritis-in-poultry?autoredirectid=25436&media=print,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis_viral-enteritis-in-poultry.html,downloaded,2026-04-28T09:00:26.529614+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis_viral-enteritis-in-poultry.html,yes,native,3,
SRC-0092,Rotavirus Infections of Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis-in-poultry_rotavirus-infections-of-poultry.html,downloaded,2026-04-28T09:00:29.145928+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis-in-poultry_rotavirus-infections-of-poultry.html,yes,native,8,
SRC-0093,Picornavirus Infections in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/picornavirus-infections-in-poultry,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/picornavirus-infections-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis-in-poultry_picornavirus-infections-in-poultry.html,downloaded,2026-04-28T09:00:31.957039+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis-in-poultry_picornavirus-infections-in-poultry.html,yes,native,9,
SRC-0094,GB/T  23197-2008  鸡传染性支气管炎诊断技术 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/gb/details/167.html,https://std.cahec.cn/gb/details/167.html,authoritative/raw/standards/cahec_gbt_23197_2008_infectious_bronchitis.html,downloaded,2026-04-28T11:34:11.277913+00:00,raw/standards/cahec_gbt_23197_2008_infectious_bronchitis.html,yes,native,1,
SRC-0095,cahec_gbt_23197_2008_infectious_bronchitis,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/std/File/20171111/26551510380267.pdf,https://std.cahec.cn/std/File/20171111/26551510380267.pdf,authoritative/raw/standards/cahec_gbt_23197_2008_infectious_bronchitis.pdf,downloaded,2026-04-28T11:34:13.303931+00:00,raw/standards/cahec_gbt_23197_2008_infectious_bronchitis.pdf,yes,native,12,
SRC-0096,NYT3791-2020 鸡心包积液综合征诊断技术 - TC181 全国动物卫生标准化技术委员会,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/qb/details/536.html,https://std.cahec.cn/qb/details/536.html,authoritative/raw/standards/cahec_nyt_3791_2020_hydropericardium_syndrome.html,downloaded,2026-04-28T11:34:14.510658+00:00,raw/standards/cahec_nyt_3791_2020_hydropericardium_syndrome.html,yes,native,1,
SRC-0097,cahec_nyt_3791_2020_hydropericardium_syndrome,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,https://std.cahec.cn/std/File/20210830/84731630308358.pdf,https://std.cahec.cn/std/File/20210830/84731630308358.pdf,authoritative/raw/standards/cahec_nyt_3791_2020_hydropericardium_syndrome.pdf,downloaded,2026-04-28T11:34:18.696939+00:00,raw/standards/cahec_nyt_3791_2020_hydropericardium_syndrome.pdf,yes,ocr_cache,5,
SRC-0098,Erysipelas in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/erysipelas/erysipelas-in-poultry,https://www.merckvetmanual.com/poultry/erysipelas/erysipelas-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_erysipelas_erysipelas-in-poultry.html,downloaded,2026-04-28T11:34:23.572028+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_erysipelas_erysipelas-in-poultry.html,yes,native,13,
SRC-0099,Campylobacteriosis in Birds - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/campylobacteriosis-in-birds/campylobacteriosis-in-birds,https://www.merckvetmanual.com/poultry/campylobacteriosis-in-birds/campylobacteriosis-in-birds,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_campylobacter-infections_campylobacter-infections-in-poultry.html,downloaded,2026-04-28T11:34:31.332591+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_campylobacter-infections_campylobacter-infections-in-poultry.html,yes,native,10,
SRC-0100,Avian Metapneumovirus Infection - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/avian-metapneumovirus/avian-metapneumovirus,https://www.merckvetmanual.com/poultry/avian-metapneumovirus/avian-metapneumovirus,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_turkey-rhinotracheitis_avian-metapneumovirus-infection-in-poultry.html,downloaded,2026-04-28T11:34:38.385247+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_turkey-rhinotracheitis_avian-metapneumovirus-infection-in-poultry.html,yes,native,11,
