fact_id,source_id,fact_type,page,page_method,line_start,line_end,chapter,heading,disease_page,drug_mentions,text
VTOP-TX-0068,SRC-0088,euthanasia,54,index,1571,1571,"6 Sedation, Analgesia, Anaesthesia and Euthanasia",Chemical euthanasia of pigs larger than $5 ~ \mathbf { k g }$,,pentobarbital,In most pet pig situations the easiest protocol for adults is to give a GA im as described above. As soon as the pig is anaesthetized it should be given an injection of $5 0 \mathrm { m l }$ of a solution containing $4 0 0 ~ \mathrm { \ m g }$ quinalbarbitone/ml and $2 5 ~ \mathrm { m g }$ cinchocaine hydrochloride $\mathrm { \dot { m l } }$ or $1 8 0 ~ \mathrm { m l }$ of a $6 \%$ w/v pentobarbital solution into the heart with a $1 0 \ \mathrm { c m }$ spinal needle. Growing pigs can be given less on a pro rata basis.
VTOP-TX-0069,SRC-0088,withdrawal_or_meat_withhold,55,index,1584,1584,7 Surgical Procedures,Abscesses,,,Abscesses need to be drained with a bold incision large enough to allow digital palpation of the inside of the abscess after washing out any diseased contents with warm saline. Antibiotics should be given with regard to meat withhold times in pigs near to slaughter weights.
VTOP-TX-0070,SRC-0088,treatment_candidate,56,index,1613,1613,7 Surgical Procedures,Haematomas,DIS-055-external-parasites-mange.md,ivermectins,"These normally occur in the ears of lop-eared breeds as a result of continuous shaking of the head, which is caused by mange mites. It is very important that the underlying cause, i.e. the mange, should be treated with injectable ivermectins. Pigs with haematomas should receive injectable antibiotics which can be continued with water medication and injectable NSAIDs, which also can be continued with water medication. Ear cleansers prepa red for dogs can be instilled into the ears. Draining the haematoma is not recommended as the haemorrhage will be profuse. Full aseptic surgery under GA could be attempted but is not recommended, as healing will occur with time without surgery, leaving a not painful ‘cauliflower ear’."
VTOP-TX-0071,SRC-0088,treatment_candidate,57,index,1667,1667,7 Surgical Procedures,Infectious mycoplasma,,oxytetracycline; tylosin,Acute lameness is caused by Mycoplasma hyorhinitis and Mycoplasma hyosynoviae. These should be treated with tylosin or oxytetracycline by injection; both of these antibiotics can be given as a follow-up by water medication.
VTOP-TX-0072,SRC-0088,treatment_candidate,58,index,1711,1711,7 Surgical Procedures,Heel ulceration,,,given a GA (see Chapter 6). The leg should be thoroughly cleaned and a tourniquet applied above either the tarsus or the carpus. Embryotomy wire should be placed between the digits at an angle so that when the cut is complete the second phalanx of the affected digit is cut in half. With rapid sawing movement the diseased digit should be removed. The stump of the wound should be covered with a suitable antibiotic-impregnated dressing and the whole foot bandaged up. The bandage should then be covered with several layers of gutter tape. The pig should receive antibiotics and NSAIDs by injection. These should be continued for 10 days by water soluble medication. The bandage should be changed at weekly intervals until a clean granulation bed is totally covering the bony stump. Topical antibiotic spray can then be continued until total healing is accomplished.
VTOP-TX-0073,SRC-0088,withdrawal_or_meat_withhold,58,index,1715,1715,7 Surgical Procedures,Laminitis,,,Pigs do not actually get laminitis. Very fastgrowing heavy hogs may get a coritis which will look like laminitis in that all four feet will be hot and painful. The amount of food should be reduced and they should be given NSAIDs. Care should be taken to stick to the meat withhold times.
VTOP-TX-0074,SRC-0088,treatment_candidate,59,index,1748,1748,7 Surgical Procedures,Atresia ani,,,"This is an inherited defect which will be observed soon after birth. Careful examination should be carried out to differentiate this condition from atresia coli. These cases should be destroyed. To treat atresia ani, the area below the tail should be cleaned carefully. A small bleep of local anaesthetic should be placed over the bulge formed by the backlog of faeces. A small stab cruciate incision should be made to allow the free passage of faeces. The pig should be re-examined in 3 days to confirm the passage of faeces. It is prudent on the day of surgery to carefully examine all the other piglets in the litter."
VTOP-TX-0075,SRC-0088,dose_or_route,60,index,1761,1761,7 Surgical Procedures,Gastric ulceration,DIS-009-transmissible-gastroenteritis-virus.md,,"This is known to occur with serious diseases like SF and salmonellosis. It can also occur with transmissible gastroenteritis (TGE) in adults, which show very mild signs of the disease but are left with gastric ulcers as a sequel. There has been a link with Helicobacter pylori postulated as a cause for gastric ulcers but this has never been proven. The animals with gastric ulceration will have black tarry faeces. Treatment with $4 ~ \mathrm { m g }$ omeprazole daily per rectum has been suggested. There has been no evidence shown of its effectiveness."
VTOP-TX-0076,SRC-0088,euthanasia,60,index,1771,1771,7 Surgical Procedures,Intestinal obstruction,,,Further diagnostics could include ultrasonography and radiography. These are unlikely to be requested except in pet pigs. Ultrasonography should be carried out transabdominally. It may need to be repeated after 12–24 h as the presence of stones needs to be assessed carefully. Some stones present in the stomach are not likely to be significant. It is their presence in the small intestine which is important. Ultrasonography might be helpful with diagnosis of trapped intestines in hernias to check for intestinal movement. Lack of movement would indicate bowel compromise and therefore euthanasia can then be carried out without delay. Radiography is only likely to be helpful in small pigs and would require a GA. The significance of abdominal foreign bodies will be difficult to interpret. Gassy loops of bowel will be diagnostic.
VTOP-TX-0077,SRC-0088,dose_or_route,61,index,1793,1793,7 Surgical Procedures,Prolapsed rectum in fattening pigs,,,2. A possible method mainly for nonveterinarians requires a $1 0 \mathrm { c m }$ length of rubber sprayer hose $2 . 5 ~ \mathrm { c m }$ in diameter with rubber ridges and a length of uterine tape. The pipe should be inserted with at least half its length into the anal ring inside the prolapse using plenty of lubricant. A length of uterine tape should be tied around the prolapse as close to the anal ring as possible in one of the rubber grooves. The pig should be given antibiotics and NSAIDs. The pig MUST be kept separate until the prolapse has rotted off and a new anal ring has been formed.
VTOP-TX-0078,SRC-0088,treatment_candidate,64,index,1842,1842,7 Surgical Procedures,Umbilical hernia,,,"reluctant to destroy the animal. Most small hernias will not cause problems and may be left alone. The author has only seen one pig with a strangulated bowel in an umbilical hernia. If the hernia is large then surgery is possible and should be attempted, after careful consultation with the owner, as soon as possible. Anaesthesia is much easier in baby pigs which can be masked down (see Chapter 6). The surgery is relatively straightforward and the technique is the same as for a dog. It requires care when stitching up the skin as piglets may interfere with the wound and therefore many small, single, interrupted sutures will be required. The pig should be kept away from its littermates for 10 days. In most pet pig situations it will be on its own or have just a single friend. It should be castrated at the same time if it is a male. On no account should the hernia be reduced and a rubber elastrator ring applied as pigs will chew the area and there is a danger of evisceration."
VTOP-TX-0079,SRC-0088,dose_or_route,160,index,1852,1852,7 Surgical Procedures,Retroversion of the bladder,,oxytocin,"This can occur in sows at farrowing. The inverted bladder will feel like a $1 5 \mathrm { c m }$ diameter ball blocking the vagina. It should be replaced with plenty of lubricant and the use of an equine nasogastric tube. It is not a difficult procedure. The piglets can then be drawn. Small doses of 5 IU of oxytocin should be given im at half-hourly intervals to aid parturition, which should be supervised. Only when parturition is complete may the"
VTOP-TX-0080,SRC-0088,vaccination,110,index,1922,1922,8 Diseases of the Gastroenteric System,Enteric Diseases Caused by Viruses and Their Treatment,DIS-008-porcine-epidemic-diarrhea-virus.md,,This is caused by a coronavirus. The disease is also called porcine epidemic diarrhoea (PED). It shows clinical signs very similar to TGE (see below). Both conditions are now rare but TGE was common in the UK in the 1960s. Epidemic diarrhoea was first recorded in the UK in 1972. Historically it was less common than TGE. There are two forms of the disease. Both have a high morbidity like TGE but a reduced mortality. One type occurs in piglets less than 5 weeks old. It causes profuse watery diarrhoea. Some young piglets may vomit. The only sign seen in older pigs is a transitory anorexia with evidence of abdominal pain. The second type causes diarrhoea in the entire herd with a few deaths in the neonatal piglets. The two types can only be differentiated on clinical signs. However there is a specific monoclonal antibody test available to differentiate epidemic diarrhoea from TGE. There is no specific treatment available. Extra warmth and the provision of electrolytes are helpful. There is no vaccine available.
VTOP-TX-0081,SRC-0088,vaccination,69,index,1928,1928,8 Diseases of the Gastroenteric System,Rotavirus infection,DIS-030-rotaviruses-and-reoviruses.md,,"provided they are kept warm. The diarrhoea may continue for up to 2 weeks. However if piglets are over 1 week of age when they contract the disease, the mortality is much reduced particularly if there is good temperature control and electrolytes are provided. Older pigs are more resistant and often the disease is subclinical. It is usually only found in conjunction with another pathogen. Some authorities advise removing the diarrhoeic piglets from the sow. In the author’s experience this is not worthwhile, as the piglets become weak and die. Antibiotics and antiprotozoal drugs should be given if there is evidence of concurrent infections. Diagnosis is by isolation of the virus in a faeces sample using electron microscopy and a fluorescent antibody test (FAT). Antigens and antibodies can be confirmed with an enzyme-linked immunosorbent assay (ELISA). Serology of a few of the herd will confirm the disease retrospectively. A post-mortem will show a typical milk-filled intestine with dehydration. Histology of the small intestine will show villous atrophy. The disease spreads relatively slowly. An ‘all-in all-out’ regime in the farrowing houses is well worthwhile with thorough cleaning and disinfection. There is no vaccine available."
VTOP-TX-0082,SRC-0088,vaccination,69,index,1936,1936,8 Diseases of the Gastroenteric System,Transmissible gastroenteritis,DIS-009-transmissible-gastroenteritis-virus.md,,"in the adults it is short-lived. It is important that they have ample access to clean fresh water. Electrolytes may be helpful. Death is so rapid in baby piglets that it normally occurs before euthanasia can be carried out. Infected pregnant sows will pass on immunity to their piglets so that the disease will appear to have run its course. Sadly the immunity seems to be short-lived, so another outbreak is likely to occur in 6 to 9 months. Diagnosis is based on virus isolation by FAT on a faeces sample. There is an ELISA and a specific monoclonal antibody test available. On post-mortem the piglets will be in a very poor dehydrated condition. Their stomachs will be empty. There will be the greenish yellow fluid in their intestines. As there is no treatment but immunity is rapidly established in a herd and there is no vaccine available, it is suggested that dung from infected piglets is given to in-pig sows to establish immunity which can then be passed on as passive immunity to the piglets. Such procedures are not without hazard and so should be given very careful consideration. The disease is really a disease of large commercial herds. It is only likely to attack the small pig herd which is buying in gilts."
VTOP-TX-0083,SRC-0088,vaccination,70,index,1942,1942,8 Diseases of the Gastroenteric System,Vomiting wasting disease,DIS-011-hemagglutinating-encephalomyelitis-virus.md,,helpful. Twenty-five per cent of cases will show an encephalomyelitis on CNS histopathology. There is some colostral immunity. The bigger pigs will get an active immunity. This is not a disease of outdoor pigs as the virus is readily killed by ultraviolet light. Diagnosis is by virus isolation or FAT on the faeces. A retrospective diagnosis can be made with serology. There is no treatment and euthanasia is indicated. There is no vaccine available. Passive colostral immunity will protect the piglets from disease.
VTOP-TX-0084,SRC-0088,treatment_candidate,70,index,1950,1950,8 Diseases of the Gastroenteric System,Campylobacter enteritis,,neomycin,"In piglets the incubation period is 3 days. They will have a slight rise in rectal temperature before the diarrhoea, which will continue for a few days. There is a sharp loss of condition but death is rare. Piglets contract the infection from sows. Some will then become carriers. Therefore diagnosis can only be confirmed if there is a definite profuse growth of the organism or from a post-mortem showing massive enlargement of the lymphoid tissue in the terminal ileum. Neomycin or tetracyclines are the preferred antibiotics given by the oral route."
VTOP-TX-0085,SRC-0088,vaccination,70,index,1956,1956,8 Diseases of the Gastroenteric System,Clostridial diarrhoea,DIS-039-clostridial-diseases.md,,"the latter causes $1 0 0 \%$ mortality in piglets less than a week old. The faeces are claret coloured. The hind quarters of the piglets will become covered in bloody faeces. This is almost a pathognomonic sign. Confirmation of the diagnosis relies on mouse protection toxin tests which should be avoided if possible. PME will be helpful. The jejuni of infected piglets will be extremely inflamed and filled with blood-stained contents. Rarely pigs may survive type C infection but will be stunted. At that stage euthanasia should be strongly advised. Type A does not cause the haemorrhagic diarrhoea but slightly less acute, yellow pasty diarrhoea. PME will reveal necrotic areas in the small bowel but no haemorrhage. Control is labour intensive as the organism is ubiquitous. Antibiotics are effective but not really appropriate. Susceptible pigs can be given hyperimmune antiserum at birth. The best course of action is to vaccinate the sows with the correct clostridial vaccine 2 weeks before farrowing."
VTOP-TX-0086,SRC-0088,vaccination,70,index,1958,1958,8 Diseases of the Gastroenteric System,Clostridial diarrhoea,DIS-039-clostridial-diseases.md,tylosin,There are other Clostridium spp. which cause enteric problems in pigs. Clostridium difficile has been isolated from pigs and shown to cause acute haemorrhagic diarrhoea or a more chronic scouring. These isolates have been found in North America and France but not in the UK. Both A and B toxins have been found. It must be remembered that the organism is zoonotic. In piglets under 1 week of age it causes abdominal distension followed by diarrhoea. There is marked dehydration with sunken eyes. There is scrotal oedema. This unusual sign is pathognomonic for the condition. These animals will not recover and should be euthanased. There is both high morbidity and mortality. On post-mortem there is marked large bowel pathology but no small bowel pathology. This is another pathognomonic finding. Diagnosis with ELISA or polymerase chain reaction (PCR) can be made from the large bowel. Rarely mastitis has been reported in sows. Fluoroquinolones are suggested as treatment in sows. Treatment of piglets is rarely rewarding but tylosin has been suggested. There is no vaccine or antiserum available. Vancomycin and metronidazole are not licensed for pigs. They should not be used in pigs but should be reserved for human treatment.
VTOP-TX-0087,SRC-0088,euthanasia,70,index,1962,1962,8 Diseases of the Gastroenteric System,Clostridial diarrhoea,DIS-039-clostridial-diseases.md,,"Pigs will show some slight stiffness in gait and have a straight tail and pricked ears. This may progress to recumbency and opisthotonos with all the limbs rigid and pointing backwards. As death normally follows, euthanasia must be advised. However, in many cases recumbency does not occur and the pigs with or without treatment with penicillin and TAT will recover."
VTOP-TX-0088,SRC-0088,euthanasia,70,index,1966,1966,8 Diseases of the Gastroenteric System,Clostridial diarrhoea,DIS-039-clostridial-diseases.md,,Clostridium septicum has been isolated from pigs which have shown gangrenous swelling of the limbs. These cases are normally fatal and euthanasia is advised.
VTOP-TX-0089,SRC-0088,vaccination,70,index,1970,1970,8 Diseases of the Gastroenteric System,Clostridial diarrhoea,DIS-039-clostridial-diseases.md,,"The paralysis will spread to the hind legs and excessive urination will be seen. The anus will be flaccid. If the pig becomes laterally recumbent it should be destroyed as recovery is rarely achieved. However, if the pig has only ingested enough toxin for it to remain in sternal recumbency, with good nursing recovery is possible. Rarely is the antitoxin available for treatment. Antibiotics are not appropriate. Pigs should not be killed for human consumption as the meat will cause botulism in humans. In some countries there is a botulism vaccine available. This can be used on pigs which scavenge on rubbish dumps. This will protect the pigs and their owners who may be tempted to eat affected animals."
VTOP-TX-0090,SRC-0088,vaccination,72,index,1974,1974,8 Diseases of the Gastroenteric System,Escherichia coli diarrhoea,DIS-040-colibacillosis.md,,"This is a disease of the neonatal piglet. It normally starts with diarrhoea but quickly progresses to a septicaemia and death if there is no treatment. Escherichia coli will cause disease conditions in older pre- and post-weaned piglets. These will be described separately. In the neonatal piglet there are certain specific strains of E. coli involved, particularly those with the $^ \prime \mathrm { O ^ { \prime } }$ , ‘K’, ‘H’ and ‘F’ antigens. The disease is often called colisepticaemia. It is the most common cause of enteritis in the pig not only in the UK but also worldwide. The bacteria are found in the intestines of normal healthy adult animals. They will infect the small intestine of the non-immune piglet and produce a toxin. The piglet will have diarrhoea and will rapidly become very ill. This may occur within a few hours of birth. They may die so quickly with convulsions that the clinician may be misled and consider neurological conditions or poisoning. Post-mortem may reveal meningitis. E. coli will be able to be grown in pure culture from heart blood, liver and spleen. Laboratory confirmation is important for the strain, so that the appropriate vaccine can be given to the sow, and the sensitivity, so that the appropriate antibiotic can be given to the piglets."
VTOP-TX-0091,SRC-0088,vaccination,72,index,1978,1978,8 Diseases of the Gastroenteric System,Escherichia coli diarrhoea,DIS-040-colibacillosis.md,,"to suck. Death will occur in $^ { 4 8 \mathrm { ~ h ~ } }$ . However some may recover and regain condition. Electrolytes as well as antibiotics are vital for treatment. The outbreak will continue until the sows and gilts coming to the farrowing quarters have been vaccinated. There will be lateral spread from neighbouring litters. The infection will follow inadequately cleaned farrowing pens. Post-mortem will reveal a dehydrated piglet with milk in its stomach. Infarctions in the wall of the stomach are not pathognomonic but very suggestive of E. coli infection. A definitive diagnosis cannot be made without ruling out other organisms, e.g. viruses and protozoa."
VTOP-TX-0092,SRC-0088,treatment_candidate,72,index,1980,1980,8 Diseases of the Gastroenteric System,Escherichia coli diarrhoea,DIS-040-colibacillosis.md,enrofloxacin; neomycin; spectromycin,"Treatment with oral antibiotics, namely spectromycin, neomycin or enrofloxacin, which are prepared in a special pump form, may be adequate or may have to be supplemented by a parenteral injection initially."
VTOP-TX-0093,SRC-0088,vaccination,72,index,1982,1982,8 Diseases of the Gastroenteric System,Escherichia coli diarrhoea,DIS-040-colibacillosis.md,,"Control should be based on good hygiene and an ‘all-in all-out’ system in the whole farrowing shed. Although the condition is not nearly so common in outdoor pigs, a strict ‘turn and burn’ should be used with the farrowing huts. There are a wide variety of vaccines available which need to be given to the pregnant sow to provide passive immunity in the colostrum. It is vital that the vaccine contains the correct antigens for the outbreak in question. Practitioners should work closely with the laboratory."
VTOP-TX-0094,SRC-0088,vaccination,72,index,1984,1984,8 Diseases of the Gastroenteric System,Escherichia coli diarrhoea,DIS-040-colibacillosis.md,,"E. coli may cause diarrhoea any time up until weaning. The faeces are often grey or white and hence the name ‘white scour’. The disease is much more common in piglets fed replacement diets. It may also occur if the temperature in the creep area of the farrowing house is too cold. In these cases often the pigs do not receive sufficient colostrum. Piglets will also not receive sufficient colostrum if the sow is ill with farrowing fever. The disease in this older age group of piglets does not normally have a high mortality, although haemorrhagic diarrhoea will occur and wipe out whole litters. Once again practitioners should make sure there is no other organism which is infecting the piglets. Other organisms may be more important than the E. coli. Vaccination may still have a role in prevention in this disease. Electrolytes are again useful, as is antibiotic medicated feed."
VTOP-TX-0095,SRC-0088,treatment_candidate,72,index,1986,1986,8 Diseases of the Gastroenteric System,Escherichia coli diarrhoea,DIS-040-colibacillosis.md,,"E. coli may affect pigs in the post- weaning period but in the author’s experience it very rarely has a high mortality. It nearly always occurs after mixing batches of pigs after weaning. Diagnosis relies on growing pure growths of $\beta$ -haemolytic strains. These are not actually easy to grow from the faeces. They are only grown from the gut contents of a pig at post-mortem. They will not be found in any other organs. Prompt treatment is important to avoid growth checks. Antibiotics should be given in the water rather than the food, as often the pigs are anorexic to some degree and therefore will not ingest a sufficient quantity of the antibiotic in the food. However, they are always thirsty."
VTOP-TX-0096,SRC-0088,vaccination,72,index,1988,1988,8 Diseases of the Gastroenteric System,Escherichia coli diarrhoea,DIS-040-colibacillosis.md,,"Sow vaccination in post-weaning infections is not helpful. Rigid attention to detail to the environment of newly weaned pigs is vital. They should be warm and not subjected to draughts. Groups should be mixed as little as possible. The creep feed should initially be the same in the post-weaning period as the creep fed while the piglets were with the sow. All changes to the feed should be made very gradually. Various oral non-antibiotic preparations are suggested for prevention, e.g. probiotics and zinc oxide. Antimicrobial growth promoters are banned in the EU but are licensed elsewhere. Only experimental vaccines are available at the present time. However it is hoped that one will soon be available."
VTOP-TX-0097,SRC-0088,treatment_candidate,72,index,1998,1998,8 Diseases of the Gastroenteric System,Escherichia coli diarrhoea,DIS-040-colibacillosis.md,amoxicillin,"Once pigs show neurological signs, there is little hope of recovery. Antibiotics such as amoxicillin will help, if given promptly prior to neurological signs. The remaining pigs should be given a less nutritious diet."
VTOP-TX-0098,SRC-0088,euthanasia,73,index,2008,2008,8 Diseases of the Gastroenteric System,Proliferative enteropathy,DIS-048-proliferative-enteropathy-lawsonia-intracellularis.md,,"as 4 days but normally it is considerably longer. The organism is not shed until 2 weeks after infection. There is mucosal proliferation causing erosions in the ileum. The muscular coats become hyperplastic, giving the classic appearance of ‘hosepipe gut’. Recently weaned pigs are the most commonly affected age group. Affected pigs lose weight and appear pale, and yet they do not lose their appetite. They may well vomit. They will be anaemic as a result of the melaena which is easily recognized by the blackened faeces. They may die suddenly with clotted blood in the small bowel. Those that do not die may be always stunted and so euthanasia is advised. The majority will recover in a month. When the disease enters the breeding herd for the first time there may be abortions."
VTOP-TX-0099,SRC-0088,dose_or_route,73,index,2014,2014,8 Diseases of the Gastroenteric System,Proliferative enteropathy,DIS-048-proliferative-enteropathy-lawsonia-intracellularis.md,lincomycin; tiamulin; tylosin,"Treatment of the individual pig is best carried out with long-acting tetracycline by intramuscular injection. Tetracyclines or tylosin are the antibiotics of choice for group therapy in the drinking water. Some authorities favour tiamulin or lincomycin, particularly if there are other enteric pathogens involved. Tetracyclines may be effective given in the feed but levels should be higher than standard, in the region of $6 0 0 \mathrm { p p m }$ for a minimum of 2 weeks."
VTOP-TX-0100,SRC-0088,vaccination,73,index,2016,2016,8 Diseases of the Gastroenteric System,Proliferative enteropathy,DIS-048-proliferative-enteropathy-lawsonia-intracellularis.md,,The best method of control is using oral vaccination. Antibiotic growth promoters e.g. virginamycin are used to good effect in
VTOP-TX-0101,SRC-0088,euthanasia,74,index,2032,2032,8 Diseases of the Gastroenteric System,Salmonellosis,DIS-049-salmonellosis.md,,"Cases of less acute salmonellosis do not cause septicaemia. Diarrhoea is, however, always a feature. Cases will occur in a wide variety of age ranges even in unweaned piglets. The diarrhoea is normally creamy. Dysentery is rarely seen but some necrotic sloughing of the mucosa may occur. Some clinicians maintain that pigs suffering from this less acute salmonellosis have a distinct smell but this has not been the author’s experience. Rectal stricture is often reported in the literature but the author has never observed this. Naturally in these cases euthanasia must be advised."
VTOP-TX-0102,SRC-0088,treatment_candidate,74,index,2040,2040,8 Diseases of the Gastroenteric System,Salmonellosis,DIS-049-salmonellosis.md,,"Sick animals can be treated with many types of antibiotic injections on a daily basis. This can be followed up with water medication. However every effort should be made to grow the specific salmonella and test for resistance. Then the correct antibiotic can be given in adequate doses to avoid the build-up of antibiotic-resistant bacteria. Practitioners in the UK should remember that nitrofurazone, furazolidone and chloramphenicol may not be used."
VTOP-TX-0103,SRC-0088,treatment_candidate,75,index,2048,2048,8 Diseases of the Gastroenteric System,Swine dysentery,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,,"It occurs worldwide. The organism requires moisture to survive outside the body. It is easily carried on dirty wellington boots. Infection occurs orally. The target organ is the colon. The organism multiplies in the mucosal crypts and causes inflammation and loss of tissue, allowing blood to seep into the lumen of the large bowel. The incubation period can be as short as a week but may be up to 8 weeks. The infected pigs will show a high fever and quickly die without treatment. Initially there is diarrhoea which quickly turns to dysentery. Infected pigs appear gaunt"
VTOP-TX-0104,SRC-0088,treatment_candidate,75,index,2052,2052,8 Diseases of the Gastroenteric System,Swine dysentery,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,tiamulin; tylosin,"Tylosin used to be the drug of choice for treatment either of the individual by injection or for the group in the water. Sadly most isolates are now resistant to tylosin, so tiamulin either as an injection or in the water would now be the drug of choice."
VTOP-TX-0105,SRC-0088,treatment_candidate,76,index,2060,2060,8 Diseases of the Gastroenteric System,Spirochaetal diarrhoea,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,,"weakly $\beta$ -haemolytic. The disease is really very similar to swine dysentery. Infection is via the oral route but the inflammation in the large bowel is only mild. Trichuris suis infection seems to potentiate the disease which is normally seen in young newly weaned pigs. It has an incubation period of 1 to 3 weeks. Pigs will be off food and have a tucked-up appearance. There is normally a low fever. Morbidity is high but mortality is less than $1 \%$ and recovery occurs within a week. Postmortems are unrewarding with just some oedema of the large bowel. The organisms may be found on histopathological sections of the large bowel using special stains. B. intermedia and B. pilosicoli can survive better in the natural environment than B. hyodysenteriae and therefore biosecurity is even more important. It is possible that B. intermedia and B. pilosicoli are zoonotic. However, it may be that there are different strains in humans. Certainly the organisms have been found in rodents and so rodent control is important. Practitioners should stress to pig keepers the need to wash their hands before eating and drinking."
VTOP-TX-0106,SRC-0088,vaccination,76,index,2062,2062,8 Diseases of the Gastroenteric System,Spirochaetal diarrhoea,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,,Diagnosis is best performed clinically with laboratory support. It is important from a long-term point of view to separate spirochaetal diarrhoea from swine dysentery. Once again there is no vaccine available and treatment is the same as for swine dysentery.
VTOP-TX-0107,SRC-0088,treatment_candidate,76,index,2066,2066,8 Diseases of the Gastroenteric System,Yersinia infection,,,This can cause human disease and in very rare cases can cause disease in pigs. The two main organisms are Yersinia enterocolitica and Yersinia pseudotuberculosis. The organisms are very commonly found in normal pigs at slaughter throughout the world. They have been associated with mild diarrhoea in pigs. The large bowel is affected. In very rare cases there is a septicaemia with small abscesses in the liver and mesenteric lymph nodes. There will be a slightly raised rectal temperature with blood-stained diarrhoea. Diagnosis will be on isolation of the organism but interpretation needs to be given with care as the organism is commonly found in normal pigs. It is only significant if found in large numbers
VTOP-TX-0108,SRC-0088,vaccination,76,index,2068,2068,8 Diseases of the Gastroenteric System,Yersinia infection,,,and linked with clinical signs. Pigs even with septicaemia will self-cure. Antibiotics and supportive treatment are rarely required. The organism affects rodents so their control is important. Human hygiene is important. The preparation of an autogenous vaccine has been reported.
VTOP-TX-0109,SRC-0088,dose_or_route,77,index,2074,2074,8 Diseases of the Gastroenteric System,Coccidiosis,,toltrazuril,"This occurs in baby pigs. There are eight Eimeria and one Isospora species affecting pigs, but only Isospora suis is considered to be of clinical importance. It is the most common parasitic cause of neonatal diarrhoea worldwide. Upon ingestion of infective oocysts, the parasite invades the epithelium of the small intestine. It is an obligatory intracellular protozoan. The parasite multiplies rapidly to form more oocysts which sporulate in the environment to become infective. It has a prepatent period of less than 1 week. Infections can occur in the first days of life. It then causes profuse non-haemorrhagic diarrhoea. The most common time for the infection is in 7- to 10-day-old unweaned piglets. Weight gains are depressed. Although the infection is self-limiting, unthrifty piglets and uneven litter weights will cause considerable economic loss and will be a welfare issue. Coccidiosis occurs only in the first 3 weeks of life; however the damage to the intestine may well cause problems for a much longer period of time. There is a distinct age-related resistance to the disease due to a primary immune response to I. suis. This seems to be dependent on T cells which are found in the mucosa of the gut of infected piglets in large numbers. There is a subsequent development of cellular immunological memory. There are two licensed products: (i) toltrazuril, which can be given as one-off oral dose of $2 0 ~ \mathrm { m g / k g }$ at 3–5 days of age; and (ii) sulfadiazine/trimethropin, which can be given as a single intramuscular injection of $2 5 \mathrm { m g }$ sulfadiazine and $5 ~ \mathrm { m g }$ trimethropin per $2 ~ \mathrm { k g }$ . Improving the hygiene of the farrowing accommodation will help reduce the incidence of the condition."
VTOP-TX-0110,SRC-0088,vaccination,77,index,2076,2076,8 Diseases of the Gastroenteric System,Coccidiosis,,,"Treatment significantly improves piglet health and weight gain. However, treating the sows is not helpful. It is hoped that a vaccine will be developed to control this disease as an alternative treatment."
VTOP-TX-0111,SRC-0088,licensing_or_cascade,77,index,2080,2080,8 Diseases of the Gastroenteric System,Cryptosporidiosis,,,This is caused by Cryptosporidium parvum. The organism is present in healthy pigs but has been found in large numbers in piglets with diarrhoea. It is found throughout the world. Infection is via the oral route. Healthy pigs will harbour the organism. It is seen in 2- to 3-week-old pigs. They will be depressed and pass watery diarrhoea. They do not have raised rectal temperatures. The organism can be seen on faecal smears using specific stains. Post-mortems are unremarkable except for some inflammation of the small intestine. The organism may be seen on histopathological sections of the small bowel. The organism is very resistant and will remain in slurry for many months. Good farrowing accommodation hygiene is important and may well be all that is required for control. There are no licensed medicines in the UK but halofuginone lactate can be given orally under the cascade principle at $1 \mathrm { m g } / 1 0 \mathrm { k g }$ . It should be remembered that this is a zoonotic disease.
VTOP-TX-0112,SRC-0088,withdrawal_or_meat_withhold,77,index,2094,2094,8 Diseases of the Gastroenteric System,Ascariasis,,doramectin; flubendazole; ivermectins,"Treatment can be either by injection or orally in the water or the feed. Ivermectins may be given im at $3 0 0 \mu \mathrm { g / k g }$ and doramectin can be given im at $0 . 3 \mathrm { m g / k g }$ . Flubendazole can be given in the water at $1 ~ \mathrm { m g / k g }$ for 5 days. Practitioners should liaise with food suppliers for in-feed medication. Adults should be treated every 6 months. Treatment during lactation or pregnancy does not cause problems. Weaners and fatteners should be treated every 2 months, with careful attention to withhold times for slaughter."
VTOP-TX-0113,SRC-0088,dose_or_route,78,index,2102,2102,8 Diseases of the Gastroenteric System,Hyostronylosis,,doramectin; flubendazole; ivermectins,Treatment can be either by injection or orally in the water or the feed. Ivermectins may be given im at $3 0 0 ~ \mu \mathrm { g } / \ k \mathrm { g }$ and doramectin can be given im at $0 . 3 \mathrm { m g / k g }$ . Flubendazole can be given in the water at $1 ~ \mathrm { m g / k g }$ for 5 days. Practitioners should liaise with food suppliers for in-feed medication.
