source_id,title,authority_level,source_status,fact_validity,legacy_evidence_status,relpath,path_exists
A2-MERCK-SWINE-ERYSIPELAS,Merck Veterinary Manual swine erysipelas,A2,source_anchored,valid,,wiki/sources/A2-MERCK-SWINE-ERYSIPELAS.md,true
A2-NATURE-SCI-REP-APPV-CONGENITAL-TREMOR-2016,Atypical Porcine Pestivirus as a Possible Cause of Congenital Tremor Type A-II in Newborn Piglets,A2,source_anchored,valid,,wiki/sources/A2-NATURE-SCI-REP-APPV-CONGENITAL-TREMOR-2016.md,true
A2-SHIC-CFSPH-PORCINE-ASTROVIRUS-FACTSHEET,SHIC/CFSPH Porcine Astrovirus Factsheet,A2,source_anchored,valid,,wiki/sources/A2-SHIC-CFSPH-PORCINE-ASTROVIRUS-FACTSHEET.md,true
SRC-0001,"Diseases of Swine, 11th Edition - TOC Anchor",SRC,source_anchored,valid,,wiki/sources/SRC-0001-diseases-of-swine-11e-toc.md,true
SRC-0002,"Diseases of Swine, 11th Edition - Contributors and Editorial Metadata",SRC,source_anchored,valid,,wiki/sources/SRC-0002-diseases-of-swine-11e-contributors-editors-note.md,true
SRC-0003,"Diseases of Swine, 11th Edition - Chapter 1 Herd Evaluation",SRC,source_anchored,valid,,wiki/sources/SRC-0003-diseases-of-swine-11e-chapter-1-herd-evaluation.md,true
SRC-0004,"Diseases of Swine, 11th Edition - Chapter 2 Behavior and Welfare",SRC,source_anchored,valid,,wiki/sources/SRC-0004-diseases-of-swine-11e-chapter-2-behavior-and-welfare.md,true
SRC-0005,"Diseases of Swine, 11th Edition - Chapter 3 Genetics and Health",SRC,source_anchored,valid,,wiki/sources/SRC-0005-diseases-of-swine-11e-chapter-3-genetics-and-health.md,true
SRC-0006,"Diseases of Swine, 11th Edition - Chapter 4 Effect of Environment on Health",SRC,source_anchored,valid,,wiki/sources/SRC-0006-diseases-of-swine-11e-chapter-4-environment-and-health.md,true
SRC-0007,"Diseases of Swine, 11th Edition - Chapter 5 Differential Diagnosis of Diseases",SRC,source_anchored,valid,,wiki/sources/SRC-0007-diseases-of-swine-11e-chapter-5-differential-diagnosis.md,true
SRC-0008,"Diseases of Swine, 11th Edition - Chapter 6 Diagnostic Tests, Test Performance, and Considerations for Interpretation",SRC,source_anchored,valid,,wiki/sources/SRC-0008-diseases-of-swine-11e-chapter-6-diagnostic-tests.md,true
SRC-0009,"Diseases of Swine, 11th Edition - Chapter 7 Optimizing Sample Selection, Collection, and Submission to Optimize Diagnostic Value",SRC,source_anchored,valid,,wiki/sources/SRC-0009-diseases-of-swine-11e-chapter-7-sample-selection-submission.md,true
SRC-0010,"Diseases of Swine, 11th Edition - Chapter 8 Collecting Evidence and Establishing Causality",SRC,source_anchored,valid,,wiki/sources/SRC-0010-diseases-of-swine-11e-chapter-8-evidence-causality.md,true
SRC-0011,"Diseases of Swine, 11th Edition - Chapter 9 Disease Control, Prevention, and Elimination",SRC,source_anchored,valid,,wiki/sources/SRC-0011-diseases-of-swine-11e-chapter-9-disease-control-prevention-elimination.md,true
SRC-0012,"Diseases of Swine, 11th Edition - Chapter 10 Drug Pharmacology, Therapy, and Prophylaxis",SRC,source_anchored,valid,,wiki/sources/SRC-0012-diseases-of-swine-11e-chapter-10-drug-pharmacology-therapy-prophylaxis.md,true
SRC-0013,"Diseases of Swine, 11th Edition - Chapter 11 Anesthesia and Surgical Procedures in Swine",SRC,source_anchored,valid,,wiki/sources/SRC-0013-diseases-of-swine-11e-chapter-11-anesthesia-surgical-procedures.md,true
SRC-0014,"Diseases of Swine, 11th Edition - Chapter 12 Preharvest Food Safety, Zoonotic Diseases, and the Human Health Interface",SRC,source_anchored,valid,,wiki/sources/SRC-0014-diseases-of-swine-11e-chapter-12-food-safety-zoonotic-human-health.md,true
SRC-0015,"Diseases of Swine, 11th Edition - Chapter 13 Special Considerations for Show and Pet Pigs",SRC,source_anchored,valid,,wiki/sources/SRC-0015-diseases-of-swine-11e-chapter-13-show-and-pet-pigs.md,true
SRC-0016,"Diseases of Swine, 11th Edition - Chapter 14 Cardiovascular and Hematopoietic Systems",SRC,source_anchored,valid,,wiki/sources/SRC-0016-diseases-of-swine-11e-chapter-14-cardiovascular-hematopoietic.md,true
SRC-0017,"Diseases of Swine, 11th Edition - Chapter 15 Digestive System",SRC,source_anchored,valid,,wiki/sources/SRC-0017-diseases-of-swine-11e-chapter-15-digestive-system.md,true
SRC-0018,"Diseases of Swine, 11th Edition - Chapter 16 Immune System",SRC,source_anchored,valid,,wiki/sources/SRC-0018-diseases-of-swine-11e-chapter-16-immune-system.md,true
SRC-0019,"Diseases of Swine, 11th Edition - Chapter 17 Integumentary System: Skin, Hoof, and Claw",SRC,source_anchored,valid,,wiki/sources/SRC-0019-diseases-of-swine-11e-chapter-17-integumentary-system.md,true
SRC-0020,"Diseases of Swine, 11th Edition - Chapter 17 Integumentary System: Skin, Hoof, and Claw continuation",SRC,source_anchored,valid,,wiki/sources/SRC-0020-diseases-of-swine-11e-chapter-17-integumentary-system-continuation.md,true
SRC-0021,"Diseases of Swine, 11th Edition - Chapter 18 Mammary System",SRC,source_anchored,valid,,wiki/sources/SRC-0021-diseases-of-swine-11e-chapter-18-mammary-system.md,true
SRC-0022,"Diseases of Swine, 11th Edition - Chapter 19 Nervous and Locomotor System opening",SRC,source_anchored,valid,,wiki/sources/SRC-0022-diseases-of-swine-11e-chapter-19-nervous-locomotor-system-opening.md,true
SRC-0023,"Diseases of Swine, 11th Edition - Chapter 19 Nervous and Locomotor System continuation",SRC,source_anchored,valid,,wiki/sources/SRC-0023-diseases-of-swine-11e-chapter-19-nervous-locomotor-system-continuation.md,true
SRC-0024,"Diseases of Swine, 11th Edition - Chapter 20 Diseases of the Reproductive System opening",SRC,source_anchored,valid,,wiki/sources/SRC-0024-diseases-of-swine-11e-chapter-20-reproductive-system-opening.md,true
SRC-0025,"Diseases of Swine, 11th Edition - Chapter 20 Diseases of the Reproductive System continuation",SRC,source_anchored,valid,,wiki/sources/SRC-0025-diseases-of-swine-11e-chapter-20-reproductive-system-continuation.md,true
SRC-0026,"Diseases of Swine, 11th Edition - Chapter 21 Respiratory System",SRC,source_anchored,valid,,wiki/sources/SRC-0026-diseases-of-swine-11e-chapter-21-respiratory-system.md,true
SRC-0027,"Diseases of Swine, 11th Edition - Chapter 22 Urinary System opening",SRC,source_anchored,valid,,wiki/sources/SRC-0027-diseases-of-swine-11e-chapter-22-urinary-system-opening.md,true
SRC-0028,"Diseases of Swine, 11th Edition - Chapter 22 Urinary System continuation",SRC,source_anchored,valid,,wiki/sources/SRC-0028-diseases-of-swine-11e-chapter-22-urinary-system-continuation.md,true
SRC-0029,"Diseases of Swine, 11th Edition - Chapter 23 Overview of Viruses",SRC,source_anchored,valid,,wiki/sources/SRC-0029-diseases-of-swine-11e-chapter-23-overview-of-viruses.md,true
SRC-0030,"Diseases of Swine, 11th Edition - Chapter 24 Adenoviruses",SRC,source_anchored,valid,,wiki/sources/SRC-0030-diseases-of-swine-11e-chapter-24-adenoviruses.md,true
SRC-0031,"Diseases of Swine, 11th Edition - Chapter 25 African Swine Fever Virus opening",SRC,source_anchored,valid,,wiki/sources/SRC-0031-diseases-of-swine-11e-chapter-25-african-swine-fever-virus-opening.md,true
SRC-0032,"Diseases of Swine, 11th Edition - Chapter 26 Anelloviruses and Chapter 27 Astroviruses opening",SRC,source_anchored,valid,,wiki/sources/SRC-0032-diseases-of-swine-11e-chapter-26-anelloviruses-chapter-27-astroviruses-opening.md,true
SRC-0033,"Diseases of Swine, 11th Edition - Chapter 28 Bunyaviruses",SRC,source_anchored,valid,,wiki/sources/SRC-0033-diseases-of-swine-11e-chapter-28-bunyaviruses.md,true
SRC-0034,"Diseases of Swine, 11th Edition - Chapter 29 Caliciviruses",SRC,source_anchored,valid,,wiki/sources/SRC-0034-diseases-of-swine-11e-chapter-29-caliciviruses.md,true
SRC-0035,"Diseases of Swine, 11th Edition - Chapter 30 Circoviruses",SRC,source_anchored,valid,,wiki/sources/SRC-0035-diseases-of-swine-11e-chapter-30-circoviruses.md,true
SRC-0036,"Diseases of Swine, 11th Edition - Chapter 31 Coronaviruses opening",SRC,source_anchored,valid,,wiki/sources/SRC-0036-diseases-of-swine-11e-chapter-31-coronaviruses-opening.md,true
SRC-0037,"Diseases of Swine, 11th Edition - Chapter 31 Coronaviruses continuation",SRC,source_anchored,valid,,wiki/sources/SRC-0037-diseases-of-swine-11e-chapter-31-coronaviruses-continuation.md,true
SRC-0038,"Diseases of Swine, 11th Edition - Chapter 32 Filoviruses",SRC,source_anchored,valid,,wiki/sources/SRC-0038-diseases-of-swine-11e-chapter-32-filoviruses.md,true
SRC-0039,"Diseases of Swine, 11th Edition - Chapter 33 Flaviviruses opening",SRC,source_anchored,valid,,wiki/sources/SRC-0039-diseases-of-swine-11e-chapter-33-flaviviruses-opening.md,true
SRC-0040,Diseases of Swine 11e Chapter 34 Hepatitis E Virus,SRC,source_anchored,valid,,wiki/sources/SRC-0040-diseases-of-swine-11e-chapter-34-hepatitis-e-virus.md,true
SRC-0041,Diseases of Swine 11e Chapter 35 Herpesviruses,SRC,source_anchored,valid,,wiki/sources/SRC-0041-diseases-of-swine-11e-chapter-35-herpesviruses.md,true
SRC-0042,Diseases of Swine 11e Chapter 36 Influenza Viruses opening,SRC,source_anchored,valid,,wiki/sources/SRC-0042-diseases-of-swine-11e-chapter-36-influenza-viruses-opening.md,true
SRC-0043,Diseases of Swine 11e Chapter 36 Influenza Viruses continuation,SRC,source_anchored,valid,,wiki/sources/SRC-0043-diseases-of-swine-11e-chapter-36-influenza-viruses-continuation.md,true
SRC-0044,Diseases of Swine 11e Chapter 37 Paramyxoviruses,SRC,source_anchored,valid,,wiki/sources/SRC-0044-diseases-of-swine-11e-chapter-37-paramyxoviruses.md,true
SRC-0045,Diseases of Swine 11e Chapter 38 Parvoviruses opening,SRC,source_anchored,valid,,wiki/sources/SRC-0045-diseases-of-swine-11e-chapter-38-parvoviruses-opening.md,true
SRC-0046,Diseases of Swine 11e Chapter 39 Pestiviruses,SRC,source_anchored,valid,,wiki/sources/SRC-0046-diseases-of-swine-11e-chapter-39-pestiviruses.md,true
SRC-0047,Diseases of Swine 11e Chapter 40 Picornaviruses opening,SRC,source_anchored,valid,,wiki/sources/SRC-0047-diseases-of-swine-11e-chapter-40-picornaviruses-opening.md,true
SRC-0048,Diseases of Swine 11e Chapter 40 Picornaviruses continuation,SRC,source_anchored,valid,,wiki/sources/SRC-0048-diseases-of-swine-11e-chapter-40-picornaviruses-continuation.md,true
SRC-0049,Diseases of Swine 11e Chapter 41 PRRSV opening,SRC,source_anchored,valid,,wiki/sources/SRC-0049-diseases-of-swine-11e-chapter-41-prrsv-opening.md,true
SRC-0050,Diseases of Swine 11e Chapter 41 PRRSV control and surveillance,SRC,source_anchored,valid,,wiki/sources/SRC-0050-diseases-of-swine-11e-chapter-41-prrsv-control-surveillance.md,true
SRC-0051,Diseases of Swine 11e Chapter 42 Swinepox Virus,SRC,source_anchored,valid,,wiki/sources/SRC-0051-diseases-of-swine-11e-chapter-42-swinepox-virus.md,true
SRC-0052,Diseases of Swine 11e Chapter 43 Reoviruses Rotaviruses and Reoviruses,SRC,source_anchored,valid,,wiki/sources/SRC-0052-diseases-of-swine-11e-chapter-43-reoviruses-rotaviruses.md,true
SRC-0053,Diseases of Swine 11e Chapter 44 Retroviruses,SRC,source_anchored,valid,,wiki/sources/SRC-0053-diseases-of-swine-11e-chapter-44-retroviruses.md,true
SRC-0054,Diseases of Swine 11e Chapter 45 Rhabdoviruses,SRC,source_anchored,valid,,wiki/sources/SRC-0054-diseases-of-swine-11e-chapter-45-rhabdoviruses.md,true
SRC-0055,Diseases of Swine 11e Chapter 46 Togaviruses opening,SRC,source_anchored,valid,,wiki/sources/SRC-0055-diseases-of-swine-11e-chapter-46-togaviruses-opening.md,true
SRC-0056,Diseases of Swine 11e Chapter 46 Togaviruses continuation,SRC,source_anchored,valid,,wiki/sources/SRC-0056-diseases-of-swine-11e-chapter-46-togaviruses-continuation.md,true
SRC-0057,Diseases of Swine 11e Section IV Chapter 47 Overview of Bacteria,SRC,source_anchored,valid,,wiki/sources/SRC-0057-diseases-of-swine-11e-chapter-47-overview-of-bacteria.md,true
SRC-0058,Diseases of Swine 11e Chapter 48 Actinobacillosis,SRC,source_anchored,valid,,wiki/sources/SRC-0058-diseases-of-swine-11e-chapter-48-actinobacillosis.md,true
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,SRC,source_anchored,valid,,wiki/sources/SRC-0059-diseases-of-swine-11e-chapter-49-bordetellosis.md,true
SRC-0060,Diseases of Swine 11e Chapter 50 Brucellosis opening,SRC,source_anchored,valid,,wiki/sources/SRC-0060-diseases-of-swine-11e-chapter-50-brucellosis-opening.md,true
SRC-0061,Diseases of Swine 11e Chapter 50 Brucellosis continuation,SRC,source_anchored,valid,,wiki/sources/SRC-0061-diseases-of-swine-11e-chapter-50-brucellosis-continuation.md,true
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,SRC,source_anchored,valid,,wiki/sources/SRC-0062-diseases-of-swine-11e-chapter-51-clostridial-diseases.md,true
SRC-0063,Diseases of Swine 11e Chapter 52 Colibacillosis opening,SRC,source_anchored,valid,,wiki/sources/SRC-0063-diseases-of-swine-11e-chapter-52-colibacillosis-opening.md,true
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,SRC,source_anchored,valid,,wiki/sources/SRC-0064-diseases-of-swine-11e-chapter-52-colibacillosis-continuation.md,true
SRC-0065,Diseases of Swine 11e Chapter 53 Erysipelas,SRC,source_anchored,valid,,wiki/sources/SRC-0065-diseases-of-swine-11e-chapter-53-erysipelas.md,true
SRC-0066,Diseases of Swine 11e Chapter 54 Glasser Disease,SRC,source_anchored,valid,,wiki/sources/SRC-0066-diseases-of-swine-11e-chapter-54-glassers-disease.md,true
SRC-0067,Diseases of Swine 11e Chapter 55 Leptospirosis opening,SRC,source_anchored,valid,,wiki/sources/SRC-0067-diseases-of-swine-11e-chapter-55-leptospirosis-opening.md,true
SRC-0068,Diseases of Swine 11e Chapter 55 Leptospirosis continuation,SRC,source_anchored,valid,,wiki/sources/SRC-0068-diseases-of-swine-11e-chapter-55-leptospirosis-continuation.md,true
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,SRC,source_anchored,valid,,wiki/sources/SRC-0069-diseases-of-swine-11e-chapter-56-mycoplasmosis.md,true
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,SRC,source_anchored,valid,,wiki/sources/SRC-0070-diseases-of-swine-11e-chapter-57-pasteurellosis.md,true
SRC-0071,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy opening,SRC,source_anchored,valid,,wiki/sources/SRC-0071-diseases-of-swine-11e-chapter-58-proliferative-enteropathy-opening.md,true
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,SRC,source_anchored,valid,,wiki/sources/SRC-0072-diseases-of-swine-11e-chapter-58-proliferative-enteropathy-continuation.md,true
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,SRC,source_anchored,valid,,wiki/sources/SRC-0073-diseases-of-swine-11e-chapter-59-salmonellosis.md,true
SRC-0074,Diseases of Swine 11e Chapter 60 Staphylococcosis,SRC,source_anchored,valid,,wiki/sources/SRC-0074-diseases-of-swine-11e-chapter-60-staphylococcosis.md,true
SRC-0075,Diseases of Swine 11e Chapter 61 Streptococcosis opening,SRC,source_anchored,valid,,wiki/sources/SRC-0075-diseases-of-swine-11e-chapter-61-streptococcosis-opening.md,true
SRC-0076,Diseases of Swine 11e Chapter 61 Streptococcosis continuation,SRC,source_anchored,valid,,wiki/sources/SRC-0076-diseases-of-swine-11e-chapter-61-streptococcosis-continuation.md,true
SRC-0077,Diseases of Swine 11e Chapter 62 Swine Dysentery and Brachyspiral Colitis,SRC,source_anchored,valid,,wiki/sources/SRC-0077-diseases-of-swine-11e-chapter-62-swine-dysentery-brachyspiral-colitis.md,true
SRC-0078,Diseases of Swine 11e Chapter 63 Tuberculosis,SRC,source_anchored,valid,,wiki/sources/SRC-0078-diseases-of-swine-11e-chapter-63-tuberculosis.md,true
SRC-0079,Diseases of Swine 11e Chapter 64 Miscellaneous Bacterial Infections,SRC,source_anchored,valid,,wiki/sources/SRC-0079-diseases-of-swine-11e-chapter-64-miscellaneous-bacterial-infections.md,true
SRC-0080,Diseases of Swine 11e Chapter 65 External Parasites,SRC,source_anchored,valid,,wiki/sources/SRC-0080-diseases-of-swine-11e-chapter-65-external-parasites.md,true
SRC-0081,Diseases of Swine 11e Chapter 66 Coccidia and Other Protozoa,SRC,source_anchored,valid,,wiki/sources/SRC-0081-diseases-of-swine-11e-chapter-66-coccidia-and-other-protozoa.md,true
SRC-0082,Diseases of Swine 11e Chapter 67 Internal Parasites,SRC,source_anchored,valid,,wiki/sources/SRC-0082-diseases-of-swine-11e-chapter-67-internal-parasites.md,true
SRC-0083,Diseases of Swine 11e Chapter 26 Anelloviruses,SRC,source_anchored,valid,,wiki/sources/SRC-0083-diseases-of-swine-11e-chapter-26-anelloviruses.md,true
SRC-0084,Diseases of Swine 11e Chapter 68 Nutrient Deficiencies and Excesses,SRC,source_anchored,valid,,wiki/sources/SRC-0084-diseases-of-swine-11e-chapter-68-nutrient-deficiencies-and-excesses.md,true
SRC-0085,Diseases of Swine 11e Chapter 69 Mycotoxins in Grains and Feeds,SRC,source_anchored,valid,,wiki/sources/SRC-0085-diseases-of-swine-11e-chapter-69-mycotoxins-in-grains-and-feeds.md,true
SRC-0086,"Diseases of Swine 11e Chapter 70 Toxic Minerals, Chemicals, Plants, and Gases",SRC,source_anchored,valid,,wiki/sources/SRC-0086-diseases-of-swine-11e-chapter-70-toxic-minerals-chemicals-plants-and-gases.md,true
SRC-0087,猪病诊疗与处方手册,SRC,source_anchored,valid,,wiki/sources/SRC-0087-swine-diagnosis-prescription-handbook.md,true
SRC-0088,Veterinary Treatment of Pigs,SRC,source_anchored,valid,,wiki/sources/SRC-0088-veterinary-treatment-of-pigs.md,true
SRC-0089,猪场兽药使用与猪病防治技术（1-200页）,SRC,source_anchored,valid,,wiki/sources/SRC-0089-swine-farm-drug-use-and-disease-control-1-200.md,true
SRC-0090,猪场兽药使用与猪病防治技术（200-363页）,SRC,source_anchored,valid,,wiki/sources/SRC-0090-swine-farm-drug-use-and-disease-control-200-363.md,true
SRC-0091,兽药合理应用与联用手册（1-200页）,SRC,source_anchored,valid,,wiki/sources/SRC-0091-veterinary-rational-use-combination-manual-1-200.md,true
SRC-0092,兽药合理应用与联用手册（201-400页）,SRC,source_anchored,valid,,wiki/sources/SRC-0092-veterinary-rational-use-combination-manual-201-400.md,true
SRC-0093,兽药合理应用与联用手册（401-600页）,SRC,source_anchored,valid,,wiki/sources/SRC-0093-veterinary-rational-use-combination-manual-401-600.md,true
