entity_type,entity_id,title,usage_scope,reason,evidence_coverage,qualified_source_count,has_authority_source,has_executable_terms,page_relpath,source_ids
drug,DRUG-003-doramectin,Doramectin / 多拉菌素,partial;gold_candidate,executable drug claim requires label/authority source,complete,6,False,True,wiki/drugs/DRUG-003-doramectin.md,SRC-0080;SRC-0082;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-004-fenbendazole,Fenbendazole / 芬苯达唑,partial;gold_candidate,executable drug claim requires label/authority source,complete,4,False,True,wiki/drugs/DRUG-004-fenbendazole.md,SRC-0082;SRC-0088;SRC-0090;SRC-0091
drug,DRUG-005-benzimidazoles,Benzimidazoles / 苯并咪唑类,partial;gold_candidate,executable drug claim requires label/authority source,complete,4,False,True,wiki/drugs/DRUG-005-benzimidazoles.md,SRC-0082;SRC-0088;SRC-0091;SRC-0092
drug,DRUG-006-anticoccidials,Anticoccidials / 抗球虫药,partial;audit_only,executable drug claim requires label/authority source,complete,3,False,True,wiki/drugs/DRUG-006-anticoccidials.md,SRC-0081;SRC-0091;SRC-0092
drug,DRUG-007-antimicrobials,Antimicrobials / 抗菌药,partial;gold_candidate,qualified source available for bounded drug discussion,complete,6,True,True,wiki/drugs/DRUG-007-antimicrobials.md,A0-MOA-BANNED-DRUG-250-POLICY;RULE-HANDBOOK-PRESCRIPTION-001;SRC-0057;SRC-0087;SRC-0092;SRC-0093
drug,DRUG-008-food-animal-banned-drug-list,食品动物禁用药清单,partial;audit_only,qualified source available for bounded drug discussion,complete,1,True,True,wiki/drugs/DRUG-008-food-animal-banned-drug-list.md,A0-MOA-BANNED-DRUG-250-POLICY
drug,DRUG-009-penicillin-g,Penicillin G / 青霉素G,partial;gold_candidate,qualified source available for bounded drug discussion,complete,10,True,True,wiki/drugs/DRUG-009-penicillin-g.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0062;SRC-0065;SRC-0075;SRC-0087;SRC-0089;SRC-0090;SRC-0091;SRC-0092
drug,DRUG-010-amoxicillin,Amoxicillin / 阿莫西林,partial;gold_candidate,qualified source available for bounded drug discussion,complete,15,True,True,wiki/drugs/DRUG-010-amoxicillin.md,A0-MOA-AMOXICILLIN-INJECTION-332-2020;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0062;SRC-0063;SRC-0075;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-011-ceftiofur,Ceftiofur / 头孢噻呋,partial;gold_candidate,qualified source available for bounded drug discussion,complete,15,True,True,wiki/drugs/DRUG-011-ceftiofur.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-CEFTIOFUR-SODIUM-INJECTION-2024;A0-MOA-LABEL-INSTRUCTION-RULES-2002;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0059;SRC-0063;SRC-0070;SRC-0074;SRC-0075;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-012-florfenicol,Florfenicol / 氟苯尼考,partial;gold_candidate,qualified source available for bounded drug discussion,complete,17,True,True,wiki/drugs/DRUG-012-florfenicol.md,A0-MOA-ANNOUNCEMENT-1738-VET-DRUG-CANCELLATION-2012;A0-MOA-ANNOUNCEMENT-995-FLORFENICOL-2026;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-FLORFENICOL-INJECTION-219-2019;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-VET-DRUG-SUPERVISION-2026;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0069;SRC-0073;SRC-0075;SRC-0087;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-013-tiamulin,Tiamulin / 泰妙菌素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,13,True,True,wiki/drugs/DRUG-013-tiamulin.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0069;SRC-0071;SRC-0077;SRC-0087;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-014-lincomycin,Lincomycin / 林可霉素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,11,True,True,wiki/drugs/DRUG-014-lincomycin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0074;SRC-0075;SRC-0077;SRC-0087;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-015-tylosin,Tylosin / 泰乐菌素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,13,True,True,wiki/drugs/DRUG-015-tylosin.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0059;SRC-0069;SRC-0071;SRC-0077;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-016-tylvalosin,Tylvalosin / 泰万菌素,partial;audit_only,qualified source available for bounded drug discussion,complete,5,True,True,wiki/drugs/DRUG-016-tylvalosin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0071;SRC-0077;SRC-0091
drug,DRUG-017-tulathromycin,Tulathromycin / 泰拉霉素,partial;audit_only,qualified source available for bounded drug discussion,partial,5,True,True,wiki/drugs/DRUG-017-tulathromycin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0059;SRC-0070;SRC-0088
drug,DRUG-018-enrofloxacin,Enrofloxacin / 恩诺沙星,partial;gold_candidate,qualified source available for bounded drug discussion,complete,20,True,True,wiki/drugs/DRUG-018-enrofloxacin.md,A0-MOA-ANNOUNCEMENT-1011-ENROFLOXACIN-2026;A0-MOA-ANNOUNCEMENT-1738-VET-DRUG-CANCELLATION-2012;A0-MOA-ANNOUNCEMENT-55-ENROFLOXACIN-2018;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-ENROFLOXACIN-SOLUTION-55-2018;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-VET-DRUG-SUPERVISION-2026;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;RULE-HANDBOOK-PRESCRIPTION-001;SRC-0012;SRC-0059;SRC-0063;SRC-0070;SRC-0075;SRC-0087;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-019-oxytetracycline,Oxytetracycline / 土霉素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,16,True,True,wiki/drugs/DRUG-019-oxytetracycline.md,A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-WITHDRAWAL-278;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0062;SRC-0065;SRC-0067;SRC-0069;SRC-0070;SRC-0075;SRC-0087;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-020-chlortetracycline,Chlortetracycline / 金霉素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,10,True,True,wiki/drugs/DRUG-020-chlortetracycline.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0071;SRC-0077;SRC-0087;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-021-doxycycline,Doxycycline / 多西环素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,13,True,True,wiki/drugs/DRUG-021-doxycycline.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0067;SRC-0069;SRC-0070;SRC-0087;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-022-sulfonamide-trimethoprim,Sulfonamide-trimethoprim combinations / 磺胺-甲氧苄啶类组合,partial;gold_candidate,qualified source available for bounded drug discussion,complete,11,True,True,wiki/drugs/DRUG-022-sulfonamide-trimethoprim.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0059;SRC-0063;SRC-0070;SRC-0074;SRC-0075;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-023-gentamicin,Gentamicin / 庆大霉素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,9,True,True,wiki/drugs/DRUG-023-gentamicin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0063;SRC-0075;SRC-0076;SRC-0087;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-024-neomycin,Neomycin / 新霉素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,8,True,True,wiki/drugs/DRUG-024-neomycin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0063;SRC-0082;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-025-apramycin,Apramycin / 安普霉素,partial;audit_only,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-025-apramycin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0063;SRC-0091
drug,DRUG-026-spectinomycin,Spectinomycin / 壮观霉素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-026-spectinomycin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0077;SRC-0088;SRC-0089;SRC-0091
drug,DRUG-027-toltrazuril,Toltrazuril / 托曲珠利,partial;gold_candidate,qualified source available for bounded drug discussion,complete,10,True,True,wiki/drugs/DRUG-027-toltrazuril.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-TOLTRAZURIL-SUSPENSION-216-2019;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0081;SRC-0088;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-028-iron-dextran,Iron dextran / 右旋糖酐铁,partial;gold_candidate,qualified source available for bounded drug discussion,complete,5,True,True,wiki/drugs/DRUG-028-iron-dextran.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0088;SRC-0092
drug,DRUG-029-nsaids,NSAIDs / 非甾体抗炎药,partial;gold_candidate,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-029-nsaids.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0066;SRC-0089;SRC-0090;SRC-0092;SRC-0093
drug,DRUG-030-tetracyclines,Tetracyclines / 四环素类,partial;gold_candidate,qualified source available for bounded drug discussion,complete,11,True,True,wiki/drugs/DRUG-030-tetracyclines.md,A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0062;SRC-0065;SRC-0067;SRC-0069;SRC-0070;SRC-0075;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-031-macrolides,Macrolides / 大环内酯类,partial;audit_only,qualified source available for bounded drug discussion,complete,6,True,True,wiki/drugs/DRUG-031-macrolides.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0071;SRC-0077;SRC-0091
drug,DRUG-032-pleuromutilins,Pleuromutilins / 截短侧耳素类,partial;audit_only,qualified source available for bounded drug discussion,partial,5,True,True,wiki/drugs/DRUG-032-pleuromutilins.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0071;SRC-0077
drug,DRUG-033-aminoglycosides,Aminoglycosides / 氨基糖苷类,partial;audit_only,qualified source available for bounded drug discussion,complete,6,True,True,wiki/drugs/DRUG-033-aminoglycosides.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0063;SRC-0075;SRC-0076;SRC-0091
drug,DRUG-034-sulfonamides,Sulfonamides / 磺胺类,partial;gold_candidate,qualified source available for bounded drug discussion,complete,18,True,True,wiki/drugs/DRUG-034-sulfonamides.md,A0-MOA-ANNOUNCEMENT-183-SULFADIAZINE-2019;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-MRL-GB31650-2019;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0059;SRC-0063;SRC-0070;SRC-0074;SRC-0075;SRC-0087;SRC-0089;SRC-0090;SRC-0091;SRC-0092;SRC-0093
drug,DRUG-035-beta-lactams,Beta-lactams / β-内酰胺类,partial;audit_only,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-035-beta-lactams.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0065;SRC-0066;SRC-0069;SRC-0075;SRC-0091
drug,DRUG-036-lincosamides,Lincosamides / 林可酰胺类,partial;audit_only,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-036-lincosamides.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0069;SRC-0077;SRC-0091
drug,DRUG-037-sulfamethazine,Sulfamethazine / 磺胺二甲嘧啶,partial;audit_only,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-037-sulfamethazine.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-MRL-GB31650-2019;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0091
drug,DRUG-038-trimethoprim-sulfadiazine,Trimethoprim + sulfadiazine / 甲氧苄啶-磺胺嘧啶,partial;audit_only,qualified source available for bounded drug discussion,complete,3,True,True,wiki/drugs/DRUG-038-trimethoprim-sulfadiazine.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091
drug,DRUG-039-sulfadimethoxine,Sulfadimethoxine / 磺胺二甲氧嘧啶,partial;audit_only,qualified source available for bounded drug discussion,complete,6,True,True,wiki/drugs/DRUG-039-sulfadimethoxine.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-MRL-GB31650-2019;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0091
drug,DRUG-040-trimethoprim-sulfamethoxazole,Trimethoprim + sulfamethoxazole / 甲氧苄啶-磺胺甲噁唑,partial;audit_only,qualified source available for bounded drug discussion,complete,3,True,True,wiki/drugs/DRUG-040-trimethoprim-sulfamethoxazole.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091
drug,DRUG-041-sulfadimidine-sulfathiazole-combinations,Trimethoprim + sulfadimidine + sulfathiazole / 甲氧苄啶-磺胺二甲嘧啶-磺胺噻唑组合,partial;audit_only,qualified source available for bounded drug discussion,partial,6,True,True,wiki/drugs/DRUG-041-sulfadimidine-sulfathiazole-combinations.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-MRL-GB31650-2019;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012
drug,DRUG-042-ampicillin,Ampicillin / 氨苄西林,partial;gold_candidate,qualified source available for bounded drug discussion,complete,8,True,True,wiki/drugs/DRUG-042-ampicillin.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-043-amoxicillin-clavulanic-acid,Amoxicillin/clavulanic acid / 阿莫西林克拉维酸,partial;audit_only,qualified source available for bounded drug discussion,partial,5,True,True,wiki/drugs/DRUG-043-amoxicillin-clavulanic-acid.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012
drug,DRUG-044-cefquinome,Cefquinome / 头孢喹肟,partial;gold_candidate,qualified source available for bounded drug discussion,complete,8,True,True,wiki/drugs/DRUG-044-cefquinome.md,A0-MOA-ANNOUNCEMENT-661-CEFQUINOME-2006;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-PRESCRIPTION-2471-2016;SRC-0012;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-045-tilmicosin,Tilmicosin / 替米考星,partial;gold_candidate,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-045-tilmicosin.md,A0-MOA-ANNOUNCEMENT-70-TILMICOSIN-2018;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;SRC-0012;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-046-valnemulin,Valnemulin / 沃尼妙林,partial;gold_candidate,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-046-valnemulin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0089;SRC-0091
drug,DRUG-047-chloramphenicol,Chloramphenicol / 氯霉素,partial;audit_only,qualified source available for bounded drug discussion,partial,4,True,True,wiki/drugs/DRUG-047-chloramphenicol.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-ELIMINATED-DRUGS-839;A0-MOA-ILLEGAL-ADDITIVES-METHODS-2024;SRC-0012
drug,DRUG-048-carbadox,Carbadox / 卡巴氧,partial;audit_only,qualified source available for bounded drug discussion,complete,5,True,True,wiki/drugs/DRUG-048-carbadox.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-CARBADOX-RESIDUE-2019;A0-MOA-ELIMINATED-DRUGS-839;SRC-0012;SRC-0091
drug,DRUG-049-olaquindox,Olaquindox / 喹乙醇,partial;gold_candidate,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-049-olaquindox.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-CARBADOX-RESIDUE-2019;A0-MOA-ELIMINATED-DRUGS-839;A0-MOA-STOP-OLAQUINDOX-2638;SRC-0012;SRC-0089;SRC-0091
drug,DRUG-050-dimetridazole-ronidazole,Dimetridazole / Ronidazole / 二甲硝咪唑/罗硝唑,partial;gold_candidate,qualified source available for bounded drug discussion,complete,8,True,True,wiki/drugs/DRUG-050-dimetridazole-ronidazole.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-ELIMINATED-DRUGS-839;A0-MOA-ILLEGAL-ADDITIVES-METHODS-2024;SRC-0012;SRC-0089;SRC-0090;SRC-0091;SRC-0092
drug,DRUG-051-danofloxacin-marbofloxacin,Danofloxacin / Marbofloxacin / 达氟沙星/马波沙星,partial;gold_candidate,qualified source available for bounded drug discussion,complete,6,True,True,wiki/drugs/DRUG-051-danofloxacin-marbofloxacin.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-STOP-FLUOROQUINOLONES-2292;SRC-0012;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-052-colistin,Colistin / 黏菌素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,5,True,True,wiki/drugs/DRUG-052-colistin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-053-bacitracin-methylene-disalicylate,Bacitracin methylene disalicylate / 亚甲基双水杨酸杆菌肽,partial;audit_only,qualified source available for bounded drug discussion,complete,3,True,True,wiki/drugs/DRUG-053-bacitracin-methylene-disalicylate.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091
drug,DRUG-054-virginiamycin,Virginiamycin / 维吉尼亚霉素,partial;audit_only,qualified source available for bounded drug discussion,complete,3,True,True,wiki/drugs/DRUG-054-virginiamycin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091
drug,DRUG-055-moxidectin,Moxidectin / 莫昔克丁,partial;audit_only,qualified source available for bounded drug discussion,complete,3,True,True,wiki/drugs/DRUG-055-moxidectin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091
drug,DRUG-056-levamisole,Levamisole / 左旋咪唑,partial;gold_candidate,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-056-levamisole.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0087;SRC-0091
drug,DRUG-057-piperazine-pyrantel,Piperazine / Pyrantel tartrate / 哌嗪/酒石酸噻嘧啶,partial;audit_only,qualified source available for bounded drug discussion,complete,3,True,True,wiki/drugs/DRUG-057-piperazine-pyrantel.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091
drug,DRUG-058-amitraz,Amitraz / 双甲脒,partial;audit_only,qualified source available for bounded drug discussion,complete,3,True,True,wiki/drugs/DRUG-058-amitraz.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0092
drug,DRUG-059-phosmet-coumaphos,Phosmet / Coumaphos / 伏杀硫磷/蝇毒磷,partial;audit_only,qualified source available for bounded drug discussion,complete,3,True,True,wiki/drugs/DRUG-059-phosmet-coumaphos.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091
drug,DRUG-060-permethrin-deltamethrin,Permethrin / Deltamethrin / 氯菊酯/溴氰菊酯,partial;audit_only,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-060-permethrin-deltamethrin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091;SRC-0092
drug,DRUG-061-ponazuril,Ponazuril / 泊那珠利,partial;audit_only,qualified source available for bounded drug discussion,partial,2,True,True,wiki/drugs/DRUG-061-ponazuril.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012
drug,DRUG-062-amprolium,Amprolium HCl / 盐酸氨丙啉,partial;audit_only,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-062-amprolium.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091;SRC-0092
drug,DRUG-063-meloxicam,Meloxicam / 美洛昔康,partial;gold_candidate,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-063-meloxicam.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0004;SRC-0012;SRC-0088
drug,DRUG-064-flunixin-meglumine,Flunixin meglumine / 氟尼辛葡甲胺,partial;gold_candidate,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-064-flunixin-meglumine.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0004;SRC-0012;SRC-0088
drug,DRUG-065-ketoprofen-sodium-salicylate-indomethacin,Ketoprofen / Sodium salicylate / Indomethacin / 酮洛芬/水杨酸钠/吲哚美辛,partial;gold_candidate,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-065-ketoprofen-sodium-salicylate-indomethacin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0088;SRC-0092
drug,DRUG-066-dexamethasone,Dexamethasone / 地塞米松,partial;gold_candidate,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-066-dexamethasone.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0087;SRC-0088;SRC-0089;SRC-0090;SRC-0092
drug,DRUG-067-oxytocin,Oxytocin / 缩宫素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-067-oxytocin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0088;SRC-0089;SRC-0090;SRC-0092;SRC-0093
drug,DRUG-068-altrenogest,Altrenogest / 烯丙孕素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-068-altrenogest.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0088;SRC-0092
drug,DRUG-069-triptorelin,Triptorelin / 曲普瑞林,partial;audit_only,qualified source available for bounded drug discussion,complete,3,True,True,wiki/drugs/DRUG-069-triptorelin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0092
drug,DRUG-070-ractopamine,Ractopamine / 莱克多巴胺,partial;audit_only,qualified source available for bounded drug discussion,partial,4,True,True,wiki/drugs/DRUG-070-ractopamine.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-DRUG-RISK-MONITORING-2026;A0-MOA-ELIMINATED-DRUGS-839;SRC-0012
drug,DRUG-071-streptomycin,Streptomycin / 链霉素,partial;audit_only,qualified source available for bounded drug discussion,complete,5,True,True,wiki/drugs/DRUG-071-streptomycin.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-MRL-GB31650-2019-RAW;SRC-0067;SRC-0068;SRC-0091
drug,DRUG-072-tildipirosin,Tildipirosin / 替地匹罗星,partial;audit_only,qualified source available for bounded drug discussion,partial,3,True,True,wiki/drugs/DRUG-072-tildipirosin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0060;SRC-0061
drug,DRUG-073-erythromycin,Erythromycin / 红霉素,partial;gold_candidate,qualified source available for bounded drug discussion,complete,7,True,True,wiki/drugs/DRUG-073-erythromycin.md,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0067;SRC-0068;SRC-0074;SRC-0089;SRC-0090;SRC-0091
drug,DRUG-074-amikacin,Amikacin / 阿米卡星,partial;audit_only,qualified source available for bounded drug discussion,complete,4,True,True,wiki/drugs/DRUG-074-amikacin.md,A0-MOA-BANNED-DRUG-250-NOTICE;A1-WOAH-SWINE-AMR-TRD-2025;SRC-0073;SRC-0091
drug,DRUG-075-praziquantel,Praziquantel / 吡喹酮,partial;audit_only,qualified source available for bounded drug discussion,complete,8,True,True,wiki/drugs/DRUG-075-praziquantel.md,A1-WOAH-PORCINE-CYSTICERCOSIS;RC-DRUG-CLASS-001;RC-DRUG-GOLD-ROLE-001;RC-WITHDRAWAL-MRL-001;SRC-0082;SRC-0091;SRC-0092;SRC-0093
drug,DRUG-076-dichlorvos,Dichlorvos / 敌敌畏,partial;gold_candidate,qualified source available for bounded drug discussion,complete,8,True,True,wiki/drugs/DRUG-076-dichlorvos.md,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-ELIMINATED-DRUGS-839;SRC-0082;SRC-0087;SRC-0089;SRC-0090;SRC-0091;SRC-0092
drug,DRUG-077-azaperone,Azaperone,partial;gold_candidate,executable drug claim requires label/authority source,complete,2,False,True,wiki/drugs/DRUG-077-azaperone.md,SRC-0088;SRC-0092
drug,DRUG-078-pentobarbital,Pentobarbital,partial;gold_candidate,executable drug claim requires label/authority source,complete,1,False,True,wiki/drugs/DRUG-078-pentobarbital.md,SRC-0088
drug,DRUG-079-atropine,Atropine / 阿托品,partial;gold_candidate,executable drug claim requires label/authority source,complete,4,False,True,wiki/drugs/DRUG-079-atropine.md,SRC-0089;SRC-0090;SRC-0092;SRC-0093
drug,DRUG-080-epinephrine,Epinephrine / 肾上腺素,partial;gold_candidate,executable drug claim requires label/authority source,complete,3,False,True,wiki/drugs/DRUG-080-epinephrine.md,SRC-0090;SRC-0092;SRC-0093
drug,DRUG-081-traditional-chinese-veterinary-medicines,Traditional Chinese Veterinary Medicines / 中药类兽药,partial;gold_candidate,executable drug claim requires label/authority source,complete,2,False,True,wiki/drugs/DRUG-081-traditional-chinese-veterinary-medicines.md,RC-TCM-COMPATIBILITY-RAU-003;SRC-0093
