rule_id,rule_name,category,priority,evidence_coverage,primary_source_id,page_relpath
RULE-178,猪布尼亚病毒无固定治疗或疫苗处方,bunyavirus_control_boundary,high,complete,SRC-0033,wiki/rules/Swine-bunyavirus-no-treatment-vaccine-prescription.md
RULE-179,猪水疱病变必须进入重大水疱病鉴别,vesicular_differential,critical,complete,SRC-0034,wiki/rules/Swine-vesicular-calicivirus-fmd-differential-required.md
RULE-180,猪杯状病毒人兽共患结论必须保留不确定性,public_health_boundary,medium,complete,SRC-0034,wiki/rules/Swine-calicivirus-zoonotic-threat-not-established.md
RULE-181,猪杯状病毒检出不得单独定因腹泻,calicivirus_causality,high,complete,SRC-0034,wiki/rules/Swine-calicivirus-detection-not-enteric-causality.md
RULE-182,PCV3 相关性不得写成已确立病原性,circovirus_causality,high,complete,SRC-0035,wiki/rules/Swine-pcv3-pathogenicity-under-debate.md
RULE-183,PCV2-SD 诊断必须同时满足症状病变和病原定位,pcv2_diagnostics,critical,complete,SRC-0035,wiki/rules/Swine-pcv2-sd-diagnosis-three-criteria.md
RULE-184,PCV2 定性 PCR 不得单独诊断 PCV2-SD,pcv2_diagnostics,high,complete,SRC-0035,wiki/rules/Swine-pcv2-qualitative-pcr-not-diagnostic-alone.md
RULE-185,PDNS 诊断不以 PCV2 检出为必需条件,pdns_diagnostics,high,complete,SRC-0035,wiki/rules/Swine-pdns-diagnosis-not-pcv2-required.md
RULE-186,PDNS 必须保留 ASF/CSF 鉴别,pdns_differential,critical,complete,SRC-0035,wiki/rules/Swine-pdns-asf-csf-differential-required.md
RULE-187,PCV2 控制不能只写疫苗,pcv2_control,high,complete,SRC-0035,wiki/rules/Swine-pcv2-control-vaccine-plus-cofactors.md
RULE-188,TGEV/PRCV 鉴别需关注 S 基因缺失和组织嗜性,coronavirus_diagnostics,high,complete,SRC-0036,wiki/rules/Swine-tgev-prcv-spike-deletion-tropism-differential.md
RULE-189,TGEV/PRCV 血清学应按群体和配对样本解释,coronavirus_serology,high,complete,SRC-0036,wiki/rules/Swine-tgev-prcv-serology-herd-paired-boundary.md
RULE-190,TGEV 保护重点是肠道局部和泌乳免疫,tgev_immunity,high,complete,SRC-0036,wiki/rules/Swine-tgev-protection-local-lactogenic-immunity.md
RULE-191,PRCV 对 TGEV 只提供部分交叉保护,prcv_immunity,medium,complete,SRC-0036,wiki/rules/Swine-prcv-partial-cross-protection-only.md
RULE-192,TGEV 泌乳免疫重点是肠-乳腺轴和乳汁 IgA,tgev_immunity,high,complete,SRC-0037,wiki/rules/Swine-tgev-gut-mammary-lactogenic-iga.md
RULE-193,TGE/PRCV 免疫保护不得写成稳定完全保护,tgev_prcv_immunity,high,complete,SRC-0037,wiki/rules/Swine-tgev-prcv-protection-variable-not-complete.md
RULE-194,TGE 不得生成固定抗病毒处方,tgev_treatment_boundary,high,complete,SRC-0037,wiki/rules/Swine-tge-no-fixed-antiviral-prescription.md
RULE-195,TGE 返饲内容只能作为风险边界,tgev_control_boundary,critical,complete,SRC-0037,wiki/rules/Swine-tge-feedback-risk-boundary.md
RULE-196,TGEV 疫苗效果必须结合母猪既往抗体和泌乳免疫,tgev_vaccination_boundary,high,complete,SRC-0037,wiki/rules/Swine-tgev-vaccine-context-lactogenic-history.md
RULE-197,PEDV 诊断必须临床和实验室证据结合,pedv_diagnostics,high,complete,SRC-0037,wiki/rules/Swine-pedv-diagnosis-clinical-plus-lab.md
RULE-198,PEDV 与 TGEV/PDCoV 抗体不得互作保护推断,pedv_immunity,high,complete,SRC-0037,wiki/rules/Swine-pedv-no-cross-neutralization-tgev-pdcov.md
RULE-199,PDCoV 控制不得假设已有可用疫苗,pdcov_control,high,complete,SRC-0037,wiki/rules/Swine-pdcov-no-vaccine-lactogenic-boundary.md
RULE-200,pHEV 诊断必须保留神经病和中毒鉴别,phev_differential,high,complete,SRC-0037,wiki/rules/Swine-phev-neuro-differential-required.md
RULE-201,猪 torovirus 检出不得单独定因腹泻,torovirus_causality,high,complete,SRC-0037,wiki/rules/Swine-torovirus-detection-not-causality.md
RULE-202,Filovirus 猪证据必须区分 RESTV 现场和 EBOV 实验,filovirus_evidence_boundary,critical,complete,SRC-0038,wiki/rules/Swine-filovirus-restv-field-ebov-experimental-boundary.md
RULE-203,EBOV 活病毒诊断工作受 BSL-4 边界约束,filovirus_biosafety,critical,complete,SRC-0038,wiki/rules/Swine-ebov-diagnostics-bsl4-boundary.md
RULE-204,Filovirus 消毒内容必须等待权威规范落地,filovirus_biosecurity,critical,complete,SRC-0038,wiki/rules/Swine-filovirus-disinfection-authority-required.md
RULE-205,JEV 猪病解释必须纳入媒介和扩增宿主生态,jev_ecology,high,complete,SRC-0039,wiki/rules/Swine-jev-vector-amplifying-host-ecology.md
RULE-206,黄病毒血清学必须考虑交叉反应,flavivirus_serology,high,complete,SRC-0039,wiki/rules/Swine-flavivirus-serology-cross-reaction.md
RULE-207,WNV/MVEV 猪临床结论不得从人马病例直接迁移,flavivirus_clinical_boundary,high,complete,SRC-0039,wiki/rules/Swine-wnv-mvev-pig-clinical-not-human-horse.md
RULE-208,ZIKV/DENV 猪模型不得写成猪病流行结论,flavivirus_research_boundary,medium,complete,SRC-0039,wiki/rules/Swine-zikv-denv-pig-model-not-disease-conclusion.md
RULE-209,HEV 不得由猪群检出直接生成公共卫生处置,hev_public_health,critical,complete,SRC-0040,wiki/rules/Swine-hev-public-health-action-authority-required.md
RULE-210,HEV 猪临床诊断不得过度解释,hev_clinical_boundary,high,complete,SRC-0040,wiki/rules/Swine-hev-subclinical-pigs-not-clinical-hepatitis.md
RULE-211,HEV 采样解释必须区分病毒血症和粪便排毒窗口,hev_diagnostics,high,complete,SRC-0040,wiki/rules/Swine-hev-viremia-shedding-window.md
RULE-212,疱疹病毒控制解释必须纳入潜伏和再激活,herpesvirus_latency,high,complete,SRC-0041,wiki/rules/Swine-herpesvirus-latency-reactivation-boundary.md
RULE-213,PRV 神经症状必须保留多病因鉴别,prv_differential,critical,complete,SRC-0041,wiki/rules/Swine-prv-neurologic-differential-required.md
RULE-214,PRV 疫苗免疫不得等同清除野毒和潜伏感染,prv_control_boundary,critical,complete,SRC-0041,wiki/rules/Swine-prv-vaccination-not-eradication.md
RULE-215,PRV 标记检测必须区分野毒和疫苗语境,prv_diagnostics,high,complete,SRC-0041,wiki/rules/Swine-prv-marker-test-field-vaccine-context.md
RULE-216,PCMV 仔猪病不得单凭鼻炎或衰弱定因,pcmv_differential,high,complete,SRC-0041,wiki/rules/Swine-pcmv-piglet-differential-required.md
RULE-217,PCMV 新生仔猪检测必须考虑未转阳和持续排毒,pcmv_diagnostics,high,complete,SRC-0041,wiki/rules/Swine-pcmv-neonatal-serology-shedding-boundary.md
RULE-218,PLHV 检出不得自动等同临床致病,plhv_causality,medium,complete,SRC-0041,wiki/rules/Swine-plhv-detection-not-clinical-causality.md
RULE-219,PLHV 公共卫生结论限于异种移植风险语境,plhv_public_health_boundary,medium,complete,SRC-0041,wiki/rules/Swine-plhv-public-health-xenotransplant-context.md
RULE-220,猪 MCF 需结合羊接触史和实验室证据,mcf_diagnostics,high,complete,SRC-0041,wiki/rules/Swine-mcf-sheep-contact-lab-required.md
RULE-221,猪 MCF 临床猪不应写成持续传播源,mcf_transmission,high,complete,SRC-0041,wiki/rules/Swine-mcf-pigs-dead-end-host-boundary.md
RULE-222,猪流感解释必须纳入重配和谱系,influenza_evolution,critical,complete,SRC-0042,wiki/rules/Swine-influenza-reassortment-lineage-required.md
RULE-223,猪流感血清学不得单独判定来源谱系,influenza_diagnostics,high,complete,SRC-0042,wiki/rules/Swine-influenza-serology-lineage-boundary.md
RULE-224,禽源或人源流感检出不等同猪群适应传播,influenza_cross_species,high,complete,SRC-0042,wiki/rules/Swine-influenza-introduction-not-adaptation.md
RULE-225,猪流感季节性不得固定套用月份,influenza_ecology,medium,complete,SRC-0042,wiki/rules/Swine-influenza-seasonality-local-context.md
RULE-226,猪流感 PCR 阳性不等同病毒分离成功,influenza_diagnostics,high,complete,SRC-0043,wiki/rules/Swine-influenza-pcr-not-virus-isolation.md
RULE-227,猪流感血清学必须结合亚型毒株和交叉反应,influenza_serology,high,complete,SRC-0043,wiki/rules/Swine-influenza-serology-subtype-strain-cross-reaction.md
RULE-228,猪流感母源抗体解释必须结合母猪免疫和仔猪日龄,influenza_immunity,high,complete,SRC-0043,wiki/rules/Swine-influenza-maternal-antibody-age-context.md
RULE-229,猪流感疫苗效果不得脱离毒株匹配,influenza_vaccine_boundary,critical,complete,SRC-0043,wiki/rules/Swine-influenza-vaccine-strain-match-required.md
RULE-230,VAERD 不得泛化为所有猪流感免疫风险,influenza_vaccine_boundary,high,complete,SRC-0043,wiki/rules/Swine-influenza-vaerd-specific-mismatch-context.md
RULE-231,蓝眼病诊断必须结合角膜/神经/繁殖组合和实验室证据,blue_eye_paramyxovirus_diagnostics,high,complete,SRC-0044,wiki/rules/Swine-blue-eye-diagnosis-lab-pattern-required.md
RULE-232,蓝眼病控制不得迁移为中国监管结论,blue_eye_paramyxovirus_control,medium,complete,SRC-0044,wiki/rules/Swine-blue-eye-control-local-authority-boundary.md
RULE-233,Menangle 繁殖损失不得单凭临床定因,menangle_virus_diagnostics,high,complete,SRC-0044,wiki/rules/Swine-menangle-reproductive-loss-lab-required.md
RULE-234,尼帕病毒疑似必须按高风险人兽共患边界处理,nipah_virus_biosafety,critical,complete,SRC-0044,wiki/rules/Swine-nipah-high-risk-zoonotic-boundary.md
RULE-235,尼帕病毒临床表现不得作为确诊依据,nipah_virus_diagnostics,critical,complete,SRC-0044,wiki/rules/Swine-nipah-clinical-not-pathognomonic.md
RULE-236,PPIV-1 检出不得自动等同主要病因,ppiv1_causality,medium,complete,SRC-0044,wiki/rules/Swine-ppiv1-detection-not-primary-cause.md
RULE-237,非 PPV1 细小病毒不得按 PPV1 因果外推,parvovirus_causality,high,complete,SRC-0045,wiki/rules/Swine-non-ppv1-causality-not-ppv1.md
RULE-238,PPV1 疫苗免疫不得写成完全阻断感染,ppv1_immunity,high,complete,SRC-0045,wiki/rules/Swine-ppv1-vaccination-not-sterilizing-immunity.md
RULE-239,PPV1 繁殖损失诊断必须结合妊娠阶段,ppv1_diagnostics,high,complete,SRC-0045,wiki/rules/Swine-ppv1-reproductive-loss-gestation-context.md
RULE-240,PPV1 成年猪症状不得过度归因,ppv1_clinical_boundary,medium,complete,SRC-0045,wiki/rules/Swine-ppv1-adult-clinical-overattribution.md
RULE-241,PPV1 诊断需保留繁殖病原鉴别,ppv1_differential,high,complete,SRC-0045,wiki/rules/Swine-ppv1-reproductive-differential-required.md
RULE-242,CSF 临床表现不能替代实验室确诊,csfv_diagnostics,critical,complete,SRC-0046,wiki/rules/Swine-csf-lab-confirmation-required.md
RULE-243,CSFV pan-pestivirus 筛查后必须确认种属,csfv_diagnostics,high,complete,SRC-0046,wiki/rules/Swine-csfv-pan-pestivirus-confirm-species.md
RULE-244,CSFV 血清学必须考虑其他 pestivirus 交叉反应,csfv_serology,high,complete,SRC-0046,wiki/rules/Swine-csfv-serology-pestivirus-cross-reaction.md
RULE-245,CSF 控制政策不得由教材直接迁移为中国命令,csfv_control_boundary,critical,complete,SRC-0046,wiki/rules/Swine-csf-control-local-authority-required.md
RULE-246,Bungowannah 持续感染猪排毒需作为传播边界,bungowannah_virus,high,complete,SRC-0046,wiki/rules/Swine-bungowannah-persistent-shedding-boundary.md
RULE-247,生物制品 pestivirus 污染必须作为鉴别边界,pestivirus_contamination,high,complete,SRC-0046,wiki/rules/Swine-pestivirus-biological-contamination-boundary.md
RULE-248,APPV 控制措施不得在证据不足时固定化,appv_boundary,medium,complete,SRC-0046,wiki/rules/Swine-appv-control-evidence-insufficient.md
RULE-249,猪相关 picornavirus 必须先区分属和疾病实体,picornavirus_taxonomy,medium,complete,SRC-0047,wiki/rules/Swine-picornavirus-genus-disease-distinction.md
RULE-250,FMD 疑似必须保留重大水疱病鉴别,fmdv_differential,critical,complete,SRC-0047,wiki/rules/Swine-fmd-vesicular-differential-required.md
RULE-251,FMD 疑似需及时实验室调查和病毒表征,fmdv_diagnostics,critical,complete,SRC-0047,wiki/rules/Swine-fmd-timely-lab-characterization.md
RULE-252,FMD 疫苗不得写成完全阻断感染,fmdv_immunity,critical,complete,SRC-0047,wiki/rules/Swine-fmd-vaccine-not-sterilizing.md
RULE-253,FMD 猪气溶胶排毒是传播风险核心边界,fmdv_transmission,critical,complete,SRC-0047,wiki/rules/Swine-fmd-pig-aerosol-risk-boundary.md
RULE-254,FMD 人员和污染物机械传播必须纳入生物安全,fmdv_biosecurity,critical,complete,SRC-0047,wiki/rules/Swine-fmd-fomite-people-biosecurity.md
RULE-255,FMD 持续感染结论必须区分物种,fmdv_persistence,high,complete,SRC-0047,wiki/rules/Swine-fmd-persistence-species-boundary.md
RULE-256,FMD 中国监管处置必须等待 A0/A1 来源,fmdv_regulatory_boundary,critical,complete,SRC-0047,wiki/rules/Swine-fmd-china-regulatory-source-required.md
RULE-257,SVDV 与 FMD 临床相似时必须实验室鉴别,svdv_differential,critical,complete,SRC-0047,wiki/rules/Swine-svdv-fmd-lab-differential.md
RULE-258,SVDV 临床水疱不得与 FMD 混同,svdv_differential,critical,complete,SRC-0048,wiki/rules/Swine-svdv-vesicular-lab-differential-required.md
RULE-259,SVDV 不得生成商业疫苗或免疫程序,svdv_vaccine_boundary,medium,complete,SRC-0048,wiki/rules/Swine-svdv-no-commercial-vaccine-program.md
RULE-260,EMCV 猝死和繁殖损失需实验室确诊,emcv_diagnostics,high,complete,SRC-0048,wiki/rules/Swine-emcv-sudden-death-repro-lab-confirmation.md
RULE-261,Teschovirus 检出不得自动等同临床病因,teschovirus_causality,high,complete,SRC-0048,wiki/rules/Swine-teschovirus-detection-not-causality.md
RULE-262,SVV 水疱病必须进入重大水疱病鉴别,senecavirus_a_differential,critical,complete,SRC-0048,wiki/rules/Swine-svv-fmd-svd-vesicular-differential.md
RULE-263,SVV 控制方案不得固定化,senecavirus_a_control,medium,complete,SRC-0048,wiki/rules/Swine-svv-control-evidence-limited.md
RULE-264,Kobuvirus/Pasivirus 检出需谨慎定因,kobuvirus_pasivirus_causality,medium,complete,SRC-0048,wiki/rules/Swine-kobuvirus-pasivirus-causality-cautious.md
RULE-265,PRRSV PCR 阳性不等同感染性病毒,prrsv_diagnostics,high,complete,SRC-0049,wiki/rules/Swine-prrsv-pcr-not-infectious-virus.md
RULE-266,PRRSV ELISA 不得区分当前感染、疫苗和母源抗体,prrsv_serology,high,complete,SRC-0049,wiki/rules/Swine-prrsv-elisa-interpretation-boundary.md
RULE-267,PRRSV 测序不得单独预测毒力或临床因果,prrsv_sequencing,high,complete,SRC-0049,wiki/rules/Swine-prrsv-sequencing-not-virulence-causality.md
RULE-268,PRRSV 临床表现必须结合猪群免疫和共感染,prrsv_clinical_boundary,high,complete,SRC-0049,wiki/rules/Swine-prrsv-clinical-herd-immunity-coinfection.md
RULE-269,PRRSV 鉴别诊断必须覆盖主要繁殖和呼吸道病原,prrsv_differential,high,complete,SRC-0049,wiki/rules/Swine-prrsv-differential-respiratory-reproductive.md
RULE-270,PRRSV 精液传播风险需纳入公猪和精液监测,prrsv_transmission,high,complete,SRC-0049,wiki/rules/Swine-prrsv-semen-transmission-monitoring.md
RULE-271,PRRSV 气溶胶传播不得泛化解释所有场间传播,prrsv_transmission,medium,complete,SRC-0049,wiki/rules/Swine-prrsv-aerosol-context-boundary.md
RULE-272,PRRSV 疫苗保护必须保留毒株依赖和异源保护边界,prrsv_vaccine_boundary,high,complete,SRC-0049,wiki/rules/Swine-prrsv-vaccine-strain-dependent-boundary.md
RULE-273,PRRSV 防控应围绕引入事件和关键控制点,prrsv_control,high,complete,SRC-0049,wiki/rules/Swine-prrsv-control-entry-event-critical-points.md
RULE-274,PRRSV 支持疗法不得解释为特异性抗病毒治疗,prrsv_control,high,complete,SRC-0050,wiki/rules/Swine-prrsv-supportive-care-not-specific-antiviral.md
RULE-275,PRRSV 针头和血源传播必须纳入场内传播控制,prrsv_transmission_control,high,complete,SRC-0050,wiki/rules/Swine-prrsv-needle-hematogenous-spread-control.md
RULE-276,PRRSV 活病毒接种不得生成通用操作方案,prrsv_lvi_boundary,critical,complete,SRC-0050,wiki/rules/Swine-prrsv-live-virus-inoculation-risk-boundary.md
RULE-277,PRRSV 净化策略必须保留猪群状态和成本边界,prrsv_elimination_boundary,high,complete,SRC-0050,wiki/rules/Swine-prrsv-elimination-strategy-herd-context-boundary.md
RULE-278,PRRSV 监测必须依赖常规群体检测,prrsv_surveillance,high,complete,SRC-0050,wiki/rules/Swine-prrsv-surveillance-routine-population-testing.md
RULE-279,猪痘不得仅凭结痂皮损定因,swinepox_differential,high,complete,SRC-0051,wiki/rules/Swine-swinepox-skin-lesions-not-alone-diagnostic.md
RULE-280,猪痘血症机制必须保留未确证边界,swinepox_pathogenesis_boundary,medium,complete,SRC-0051,wiki/rules/Swine-swinepox-viremia-not-confirmed-boundary.md
RULE-281,猪痘控制以卫生和媒介管理为主,swinepox_control,medium,complete,SRC-0051,wiki/rules/Swine-swinepox-sanitation-vector-control.md
RULE-282,轮状病毒腹泻不得仅凭临床症状确诊,rotavirus_diagnostics,high,complete,SRC-0052,wiki/rules/Swine-rotavirus-diarrhea-lab-testing-required.md
RULE-283,轮状病毒环境控制必须考虑高稳定性,rotavirus_environment,high,complete,SRC-0052,wiki/rules/Swine-rotavirus-environmental-stability-disinfection.md
RULE-284,轮状病毒保护不能只看血清中和抗体,rotavirus_immunity,medium,complete,SRC-0052,wiki/rules/Swine-rotavirus-serum-neutralization-poor-protection-indicator.md
RULE-285,呼肠孤病毒检测不得自动定为主因,reovirus_causality,medium,complete,SRC-0052,wiki/rules/Swine-reovirus-detection-not-primary-cause.md
RULE-286,PERV 主要属于异种移植风险评估语境,retrovirus_context,high,complete,SRC-0053,wiki/rules/Swine-perv-xenotransplantation-context-boundary.md
RULE-287,PERV 单一检测阳性不等同临床传播,retrovirus_diagnostics,high,complete,SRC-0053,wiki/rules/Swine-perv-detection-not-clinical-transmission.md
RULE-288,猪水疱性口炎必须与 FMD/SVD/VES/SVV 鉴别,vesicular_stomatitis_differential,critical,complete,SRC-0054,wiki/rules/Swine-vesicular-stomatitis-fmd-svd-ves-svv-differential.md
RULE-289,VSV 人兽共患风险必须提示 PPE 边界,vesicular_stomatitis_public_health,high,complete,SRC-0054,wiki/rules/Swine-vsv-zoonotic-ppe-boundary.md
RULE-290,水疱病未诊断前不得放行动物和物资流动,vesicular_disease_control,critical,complete,SRC-0054,wiki/rules/Swine-vesicular-disease-stop-movement-until-diagnosis.md
RULE-291,猪狂犬病不得凭单一神经症状确诊,rabies_diagnostics,critical,complete,SRC-0054,wiki/rules/Swine-rabies-neurologic-signs-not-diagnostic.md
RULE-292,猪狂犬病疫苗不得生成常规免疫程序,rabies_vaccine_boundary,high,complete,SRC-0054,wiki/rules/Swine-rabies-no-licensed-swine-vaccine-program.md
RULE-293,Togavirus 开端页不得扩展为完整猪病结论,togavirus_opening_boundary,medium,complete,SRC-0055,wiki/rules/Swine-togavirus-opening-page-no-full-conclusion.md
RULE-294,EEEV 猪感染多数亚临床时不得推断固定潜伏期,togavirus_eeev_boundary,medium,complete,SRC-0056,wiki/rules/Swine-eeev-subclinical-incubation-boundary.md
RULE-295,SAGV 不得生成治疗或疫苗方案,togavirus_sagv_control,medium,complete,SRC-0056,wiki/rules/Swine-sagv-no-treatment-vaccine-vector-control.md
RULE-296,革兰染色不得替代病原鉴定和药敏,bacterial_diagnostics,high,complete,SRC-0057,wiki/rules/Swine-bacterial-gram-stain-not-identification-susceptibility.md
RULE-297,细菌芽孢控制必须考虑高环境抵抗力,bacterial_environment,high,complete,SRC-0057,wiki/rules/Swine-bacterial-spores-high-resistance-boundary.md
RULE-298,App 识别必须防止与 A. suis 和其他 Actinobacillus 混淆,actinobacillosis_diagnostics,high,complete,SRC-0058,wiki/rules/Swine-app-identification-pcr-biochemical-boundary.md
RULE-299,App 血清型和毒力不得跨地区机械外推,actinobacillosis_epidemiology,medium,complete,SRC-0058,wiki/rules/Swine-app-serotype-prevalence-local-monitoring.md
RULE-300,App 气溶胶传播不得泛化解释所有场间传播,actinobacillosis_transmission,medium,complete,SRC-0058,wiki/rules/Swine-app-aerosol-context-boundary.md
RULE-301,App 临床和病变需结合共同感染解释,actinobacillosis_clinical_boundary,high,complete,SRC-0058,wiki/rules/Swine-app-clinical-coinfection-boundary.md
RULE-302,App 血清学不得单独判定扁桃体带菌状态,actinobacillosis_serology,high,complete,SRC-0058,wiki/rules/Swine-app-serology-tonsil-carrier-boundary.md
RULE-303,App 药敏资料不得转化为通用处方,actinobacillosis_treatment_boundary,critical,complete,SRC-0058,wiki/rules/Swine-app-susceptibility-not-generic-prescription.md
RULE-304,App 疫苗保护不得等同清除带菌,actinobacillosis_vaccine_boundary,high,complete,SRC-0058,wiki/rules/Swine-app-vaccine-does-not-clear-tonsil-carrier-state.md
RULE-305,A. suis 败血症必须与猪丹毒鉴别,actinobacillus_suis_differential,high,complete,SRC-0058,wiki/rules/Swine-actinobacillus-suis-erysipelas-differential.md
RULE-306,Bordetella 肺炎分离结果需结合混合感染解释,bordetellosis_diagnostics,high,complete,SRC-0059,wiki/rules/Swine-bordetella-isolation-mixed-infection-boundary.md
RULE-307,Bordetella 公共卫生结论需保留罕见和宿主风险边界,bordetellosis_public_health,medium,complete,SRC-0059,wiki/rules/Swine-bordetella-public-health-rare-host-risk-boundary.md
RULE-308,Bordetella 疫苗效果需考虑抗原异质性和母源抗体,bordetellosis_vaccine_boundary,medium,complete,SRC-0059,wiki/rules/Swine-bordetella-vaccine-pertactin-maternal-antibody-boundary.md
RULE-309,猪布鲁氏菌必须保留繁殖损失和公畜病变边界,brucellosis_clinical,high,complete,SRC-0060,wiki/rules/Swine-brucellosis-reproductive-boar-lesion-boundary.md
RULE-310,B. suis 传播需覆盖野生动物、流产物和性传播边界,brucellosis_transmission,critical,complete,SRC-0060,wiki/rules/Swine-brucella-suis-wildlife-abortion-venereal-boundary.md
RULE-311,猪布鲁氏菌监管和人暴露结论需 A0/A1 来源,brucellosis_regulatory_boundary,critical,complete,SRC-0060,wiki/rules/Swine-brucellosis-regulatory-public-health-a0-a1-required.md
RULE-312,布鲁氏菌 biovar 判定必须依赖实验室鉴别,brucellosis_taxonomy,high,complete,SRC-0061,wiki/rules/Swine-brucella-biovar-lab-identification-required.md
RULE-313,B. suis 流产物和阴道排菌必须纳入传播解释,brucellosis_transmission,critical,complete,SRC-0061,wiki/rules/Swine-brucella-suis-abortion-vaginal-shedding-boundary.md
RULE-314,猪布鲁氏菌血清学假阳性必须考虑 Y. enterocolitica O:9,brucellosis_serology,high,complete,SRC-0061,wiki/rules/Swine-brucellosis-serology-yersinia-o9-false-positive.md
RULE-315,猪布鲁氏菌不得生成商业疫苗程序,brucellosis_vaccine_boundary,critical,complete,SRC-0061,wiki/rules/Swine-brucellosis-no-commercial-swine-vaccine-program.md
RULE-316,C. perfringens type C 临床发病后治疗价值有限,clostridium_perfringens_type_c,high,complete,SRC-0062,wiki/rules/Swine-cperfringens-type-c-prophylaxis-preferred.md
RULE-317,C. perfringens 分型需检测主要毒素基因,clostridium_diagnostics,high,complete,SRC-0062,wiki/rules/Swine-cperfringens-toxin-gene-pcr-typing.md
RULE-318,C. difficile 毒素阳性必须结合病变和临床,clostridioides_difficile_diagnostics,high,complete,SRC-0062,wiki/rules/Swine-cdifficile-toxin-compatible-lesions-required.md
RULE-319,C. difficile 单纯培养不得作为确诊依据,clostridioides_difficile_diagnostics,high,complete,SRC-0062,wiki/rules/Swine-cdifficile-culture-not-diagnostic-alone.md
RULE-320,破伤风和肉毒中毒不得标为人兽共患,clostridial_neurotoxin_public_health,medium,complete,SRC-0062,wiki/rules/Swine-tetanus-botulism-not-zoonotic.md
RULE-321,肉毒中毒需检测 BoNT 并排除其他诊断,botulism_diagnostics,high,complete,SRC-0062,wiki/rules/Swine-botulism-bont-detection-exclusion-required.md
RULE-322,ETEC 腹泻必须纳入年龄和鉴别诊断,colibacillosis_differential,high,complete,SRC-0063,wiki/rules/Swine-etec-diarrhea-age-differential-required.md
RULE-323,E. coli 溶血不得直接等同毒力,colibacillosis_diagnostics,medium,complete,SRC-0063,wiki/rules/Swine-ecoli-hemolysis-marker-not-virulence.md
RULE-324,E. coli 重要抗菌药耐药需保留公共卫生边界,colibacillosis_public_health,critical,complete,SRC-0063,wiki/rules/Swine-ecoli-critically-important-amr-public-health.md
RULE-325,F4-ETEC 易感性需保留遗传受体边界,colibacillosis_susceptibility,medium,complete,SRC-0063,wiki/rules/Swine-f4-etec-genetic-receptor-boundary.md
RULE-326,ETEC 粪便 pH 只能辅助鉴别,colibacillosis_diagnostics,medium,complete,SRC-0063,wiki/rules/Swine-etec-fecal-ph-adjunct-only.md
RULE-327,母猪 E. coli 疫苗不得外推覆盖 PWD/ED,colibacillosis_vaccine_boundary,high,complete,SRC-0063,wiki/rules/Swine-ecoli-sow-vaccine-not-pwd-ed-coverage.md
RULE-328,水肿病必须保留 Stx2e 毒血症机制,edema_disease_pathogenesis,high,complete,SRC-0063,wiki/rules/Swine-edema-disease-stx2e-toxemia-boundary.md
RULE-329,PWD/ED 溶血菌落推定诊断不得排除非溶血 E. coli,colibacillosis_diagnostics,high,complete,SRC-0064,wiki/rules/Swine-ecoli-hemolysis-presumptive-diagnosis-limits.md
RULE-330,水肿病细菌学阴性不得直接排除诊断,edema_disease_diagnostics,high,complete,SRC-0064,wiki/rules/Swine-edema-disease-negative-culture-not-exclusion.md
RULE-331,E. coli 预防性用药必须保留耐药和消费者接受边界,colibacillosis_amr_boundary,critical,complete,SRC-0064,wiki/rules/Swine-ecoli-prophylactic-feed-medication-amr-boundary.md
RULE-332,系统性大肠杆菌病需血培养支持菌血症诊断,systemic_colibacillosis_diagnostics,high,complete,SRC-0064,wiki/rules/Swine-systemic-colibacillosis-blood-culture-required.md
RULE-333,母猪 UTI 控制必须评估水和环境管理,colibacillosis_uti_control,medium,complete,SRC-0064,wiki/rules/Swine-sow-uti-water-environment-control.md
RULE-334,猪丹毒样皮肤病变必须纳入多病原鉴别,erysipelas_differential,critical,complete,SRC-0065,wiki/rules/Swine-erysipelas-like-skin-lesions-differential.md
RULE-335,Erysipelothrix 人感染不得与人丹毒混同,erysipelas_public_health,high,complete,SRC-0065,wiki/rules/Swine-erysipelothrix-erysipeloid-not-human-erysipelas.md
RULE-336,格拉瑟病基因型不得替代血清型解释,glasser_diagnostics,medium,complete,SRC-0066,wiki/rules/Swine-hparasuis-genotype-not-serovar.md
RULE-337,格拉瑟病需结合母源免疫衰减、混群和共同感染解释,glasser_risk_boundary,high,complete,SRC-0066,wiki/rules/Swine-glasser-maternal-immunity-mixing-coinfection-boundary.md
RULE-338,格拉瑟病超急性死亡可无特征性肉眼病变,glasser_diagnostics,high,complete,SRC-0066,wiki/rules/Swine-glasser-peracute-no-gross-lesions.md
RULE-339,H. parasuis 疫苗解释必须考虑母源抗体干扰,glasser_vaccine_boundary,medium,complete,SRC-0066,wiki/rules/Swine-hparasuis-vaccine-maternal-antibody-interference.md
RULE-340,Leptospira serovar/serogroup 仍需用于血清学和流行病学解释,leptospirosis_taxonomy,medium,complete,SRC-0067,wiki/rules/Swine-leptospira-serovar-serogroup-serology-epidemiology.md
RULE-341,猪钩端螺旋体病必须保留职业性人兽共患风险,leptospirosis_public_health,high,complete,SRC-0067,wiki/rules/Swine-leptospirosis-occupational-zoonosis-boundary.md
RULE-342,钩端螺旋体间接传播必须考虑潮湿环境,leptospirosis_transmission,high,complete,SRC-0067,wiki/rules/Swine-leptospira-moisture-indirect-transmission.md
