entity_id,entity_type,page_relpath,source_trust,evidence_coverage,authority_level,risk_class,usage_scope,positive_generation_allowed,negative_trap_allowed,evaluation_allowed,requires_rule_cards,allowed_question_types,blocked_question_types,source_ids,rule_card_ids,missing_critical_fields
DRUG-007-antimicrobials,drug,wiki/drugs/DRUG-007-antimicrobials.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-POLICY;RULE-HANDBOOK-PRESCRIPTION-001;SRC-0057;SRC-0087;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-008-food-animal-banned-drug-list,drug,wiki/drugs/DRUG-008-food-animal-banned-drug-list.md,authoritative,minimal,A0,drug_boundary,retrieval;drug_boundary;regulatory_boundary,false,false,false,RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-POLICY,RC-DRUG-001,
DRUG-009-penicillin-g,drug,wiki/drugs/DRUG-009-penicillin-g.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0062;SRC-0065;SRC-0075;SRC-0087;SRC-0089;SRC-0090;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-010-amoxicillin,drug,wiki/drugs/DRUG-010-amoxicillin.md,authoritative,complete,A0,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A0-MOA-AMOXICILLIN-INJECTION-332-2020;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0062;SRC-0063;SRC-0075;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-011-ceftiofur,drug,wiki/drugs/DRUG-011-ceftiofur.md,authoritative,complete,A0,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-CEFTIOFUR-SODIUM-INJECTION-2024;A0-MOA-LABEL-INSTRUCTION-RULES-2002;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0059;SRC-0063;SRC-0070;SRC-0074;SRC-0075;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-012-florfenicol,drug,wiki/drugs/DRUG-012-florfenicol.md,authoritative,complete,A0,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A0-MOA-ANNOUNCEMENT-1738-VET-DRUG-CANCELLATION-2012;A0-MOA-ANNOUNCEMENT-995-FLORFENICOL-2026;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-FLORFENICOL-INJECTION-219-2019;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-VET-DRUG-SUPERVISION-2026;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0069;SRC-0073;SRC-0075;SRC-0087;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-013-tiamulin,drug,wiki/drugs/DRUG-013-tiamulin.md,authoritative,complete,A0,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0069;SRC-0071;SRC-0077;SRC-0087;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-014-lincomycin,drug,wiki/drugs/DRUG-014-lincomycin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0074;SRC-0075;SRC-0077;SRC-0087;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-015-tylosin,drug,wiki/drugs/DRUG-015-tylosin.md,authoritative,complete,A0,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0059;SRC-0069;SRC-0071;SRC-0077;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-016-tylvalosin,drug,wiki/drugs/DRUG-016-tylvalosin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0071;SRC-0077;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-017-tulathromycin,drug,wiki/drugs/DRUG-017-tulathromycin.md,authoritative,partial,A0,drug_boundary,retrieval;gap_routing;audit_only,false,true,false,RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0059;SRC-0070;SRC-0088,RC-DRUG-001,
DRUG-018-enrofloxacin,drug,wiki/drugs/DRUG-018-enrofloxacin.md,authoritative,complete,A0,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A0-MOA-ANNOUNCEMENT-1011-ENROFLOXACIN-2026;A0-MOA-ANNOUNCEMENT-1738-VET-DRUG-CANCELLATION-2012;A0-MOA-ANNOUNCEMENT-55-ENROFLOXACIN-2018;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-ENROFLOXACIN-SOLUTION-55-2018;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-VET-DRUG-SUPERVISION-2026;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;RULE-HANDBOOK-PRESCRIPTION-001;SRC-0012;SRC-0059;SRC-0063;SRC-0070;SRC-0075;SRC-0087;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-019-oxytetracycline,drug,wiki/drugs/DRUG-019-oxytetracycline.md,authoritative,complete,A0,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-WITHDRAWAL-278;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0062;SRC-0065;SRC-0067;SRC-0069;SRC-0070;SRC-0075;SRC-0087;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-020-chlortetracycline,drug,wiki/drugs/DRUG-020-chlortetracycline.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0071;SRC-0077;SRC-0087;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-021-doxycycline,drug,wiki/drugs/DRUG-021-doxycycline.md,authoritative,complete,A0,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0012;SRC-0067;SRC-0069;SRC-0070;SRC-0087;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-022-sulfonamide-trimethoprim,drug,wiki/drugs/DRUG-022-sulfonamide-trimethoprim.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0059;SRC-0063;SRC-0070;SRC-0074;SRC-0075;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-023-gentamicin,drug,wiki/drugs/DRUG-023-gentamicin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0063;SRC-0075;SRC-0076;SRC-0087;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-024-neomycin,drug,wiki/drugs/DRUG-024-neomycin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0063;SRC-0082;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-025-apramycin,drug,wiki/drugs/DRUG-025-apramycin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0063;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-026-spectinomycin,drug,wiki/drugs/DRUG-026-spectinomycin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0077;SRC-0088;SRC-0089,RC-CITATION-001;RC-DRUG-001,
DRUG-027-toltrazuril,drug,wiki/drugs/DRUG-027-toltrazuril.md,authoritative,complete,A0,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-TOLTRAZURIL-SUSPENSION-216-2019;RC-DRUG-001;RC-WITHDRAWAL-MRL-001;SRC-0081;SRC-0088;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-028-iron-dextran,drug,wiki/drugs/DRUG-028-iron-dextran.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0088;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-029-nsaids,drug,wiki/drugs/DRUG-029-nsaids.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0066;SRC-0089;SRC-0090;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-030-tetracyclines,drug,wiki/drugs/DRUG-030-tetracyclines.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0062;SRC-0065;SRC-0067;SRC-0069;SRC-0070;SRC-0075;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-031-macrolides,drug,wiki/drugs/DRUG-031-macrolides.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0071;SRC-0077;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-032-pleuromutilins,drug,wiki/drugs/DRUG-032-pleuromutilins.md,authoritative,partial,A0,drug_boundary,retrieval;gap_routing;audit_only,false,true,false,RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0069;SRC-0071;SRC-0077,RC-DRUG-001,
DRUG-033-aminoglycosides,drug,wiki/drugs/DRUG-033-aminoglycosides.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0063;SRC-0075;SRC-0076;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-034-sulfonamides,drug,wiki/drugs/DRUG-034-sulfonamides.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-ANNOUNCEMENT-183-SULFADIAZINE-2019;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-MRL-GB31650-2019;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0059;SRC-0063;SRC-0070;SRC-0074;SRC-0075;SRC-0087;SRC-0089;SRC-0090;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-035-beta-lactams,drug,wiki/drugs/DRUG-035-beta-lactams.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0065;SRC-0066;SRC-0069;SRC-0075;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-036-lincosamides,drug,wiki/drugs/DRUG-036-lincosamides.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0069;SRC-0077;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-037-sulfamethazine,drug,wiki/drugs/DRUG-037-sulfamethazine.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-MRL-GB31650-2019;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-038-trimethoprim-sulfadiazine,drug,wiki/drugs/DRUG-038-trimethoprim-sulfadiazine.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-039-sulfadimethoxine,drug,wiki/drugs/DRUG-039-sulfadimethoxine.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-MRL-GB31650-2019;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-040-trimethoprim-sulfamethoxazole,drug,wiki/drugs/DRUG-040-trimethoprim-sulfamethoxazole.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-041-sulfadimidine-sulfathiazole-combinations,drug,wiki/drugs/DRUG-041-sulfadimidine-sulfathiazole-combinations.md,authoritative,partial,A0,drug_boundary,retrieval;gap_routing;audit_only,false,true,false,RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-MRL-GB31650-2019;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012,RC-DRUG-001,
DRUG-042-ampicillin,drug,wiki/drugs/DRUG-042-ampicillin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-043-amoxicillin-clavulanic-acid,drug,wiki/drugs/DRUG-043-amoxicillin-clavulanic-acid.md,authoritative,partial,A0,drug_boundary,retrieval;gap_routing;audit_only,false,true,false,RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-PRESCRIPTION-2471-2016;A0-MOA-WITHDRAWAL-278;SRC-0012,RC-DRUG-001,
DRUG-044-cefquinome,drug,wiki/drugs/DRUG-044-cefquinome.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-ANNOUNCEMENT-661-CEFQUINOME-2006;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;A0-MOA-PRESCRIPTION-2471-2016;SRC-0012;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-045-tilmicosin,drug,wiki/drugs/DRUG-045-tilmicosin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-ANNOUNCEMENT-70-TILMICOSIN-2018;A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-LABEL-INSTRUCTION-RULES-2002;SRC-0012;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-046-valnemulin,drug,wiki/drugs/DRUG-046-valnemulin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0089,RC-CITATION-001;RC-DRUG-001,
DRUG-047-chloramphenicol,drug,wiki/drugs/DRUG-047-chloramphenicol.md,authoritative,partial,A0,drug_boundary,retrieval;gap_routing;audit_only,false,true,false,RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-ELIMINATED-DRUGS-839;A0-MOA-ILLEGAL-ADDITIVES-METHODS-2024;SRC-0012,RC-DRUG-001,
DRUG-048-carbadox,drug,wiki/drugs/DRUG-048-carbadox.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-CARBADOX-RESIDUE-2019;A0-MOA-ELIMINATED-DRUGS-839;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-049-olaquindox,drug,wiki/drugs/DRUG-049-olaquindox.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-CARBADOX-RESIDUE-2019;A0-MOA-ELIMINATED-DRUGS-839;A0-MOA-STOP-OLAQUINDOX-2638;SRC-0012;SRC-0089,RC-CITATION-001;RC-DRUG-001,
DRUG-050-dimetridazole-ronidazole,drug,wiki/drugs/DRUG-050-dimetridazole-ronidazole.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-ELIMINATED-DRUGS-839;A0-MOA-ILLEGAL-ADDITIVES-METHODS-2024;SRC-0012;SRC-0089;SRC-0090;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-051-danofloxacin-marbofloxacin,drug,wiki/drugs/DRUG-051-danofloxacin-marbofloxacin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-STOP-FLUOROQUINOLONES-2292;SRC-0012;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
