fact_id,fact_type,subject,predicate,object,fact_confidence,evidence_source,evidence_source_id,evidence_url,evidence_quote_span,evidence_coverage,applies_to_species,applies_to_stage,jurisdiction
RAU3-COMBO-8f427502,tcm_combination_contraindication,木 香,has_combination_or_contraindication,① 与陈皮、砂仁、檀香等同用，治脾胃气滞、脘腹胀痛；与党参、白术、陈皮等同用，如香砂六君子汤，用于治疗脾虚气滞、脘腹胀满、食少便溏。 ② 与黄连配伍，如香连丸，辛行苦降，善行大肠之滞气，为治湿热泻痢里急后重之要药，用于泻痢里急后重。 兽/药/合理/应/用/与/联/用/手/册 ③ 与槟榔、青皮、大黄等同用，如木香槟榔丸，可治饮食积滞的脘腹胀满、大便秘结或泻而不爽。 ④ 与郁金、大黄、茵陈等同用，既能行气健脾，又能疏理肝胆，可用于治疗脾失运化、肝失疏泄而致湿热郁蒸、气机阻滞之脘腹胀痛、胁痛、黄疸；现代用于治胆石症、胆绞痛，有一定疗效。 ⑤ 木香与地高辛、维生素 \mathrm{B}_{12} 等药物合用，木香对肠道有明显的抑制作用，可使...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.442; line=1069; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-8f427502,tcm_caution_contraindication,木 香,has_use_caution,① 阴虚津液不足者慎用。 ② 脏腑燥热、胃气虚弱者禁用。 ③ 生用行气力强，煨用行气力缓而多用于止泻。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.442; line=1069; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-77572d76,tcm_combination_contraindication,香 附,has_combination_or_contraindication,① 与柴胡、川芎、枳壳等同用，如柴胡疏肝散，治肝气郁结 之胁肋胀痛；与高良姜同用，如良附丸，适用于寒凝气滞、肝气犯胃之胃脘疼痛；与小茴香、乌药、吴茱萸等同用，可治寒疝腹痛。 ② 与柴胡、青皮、瓜萎皮等同用，有疏肝解郁、行气散结、止痛之功，用于肝郁乳房胀痛。 ③ 香附含黄酮成分不宜与碳酸钙、硫酸亚铁、氢氧化铝等含金属离子西药制剂同用，会形成络合物，影响药物的吸收。 ④ 香附含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的药物联用，会使后者的药效丧失。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.443; line=1097; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-77572d76,tcm_caution_contraindication,香 附,has_use_caution,① 凡气虚无滞、阴虚血热者忌用。 ② 醋炙止痛力增强。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.443; line=1097; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-56ac06e1,tcm_combination_contraindication,砂 仁,has_combination_or_contraindication,① 与枳实、陈皮等同用，可治脾胃气滞、湿阻中焦、食少便溏、肚腹胀满等。 ② 与木香、党参、白术、茯苓等同用，用于治疗脾胃虚寒、泄泻等。 ③ 与白术、桑寄生、续断等同用，用于胎动不安。 ④ 黄芩、木香、砂仁、陈皮等对肠道有明显抑制作用，可延长地高辛、维生素 \mathrm{B}_{12} 、灰黄霉素等在小肠上部停留时间，使药物吸收增加。 ⑤ 砂仁含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异 山梨酯等具有氧化性的药物联用，会使后者的药效丧失。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.444; line=1122; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-56ac06e1,tcm_caution_contraindication,砂 仁,has_use_caution,阴虚有热者忌服。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.444; line=1122; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-888ef79d,tcm_combination_contraindication,乌药,has_combination_or_contraindication,① 与木香、香附同用，辛散温通、顺气降逆、散寒止痛，适用于寒郁气滞所致肚腹胀痛、冷痛等症。 ② 与益智仁、山药等配伍，温肾散寒，除膀胱冷气，适用于下焦虚寒之尿频、遗精等症。 ③ 乌药含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的药物联用，会使后者的药效丧失。 ④ 乌药含碱性较强，不宜与阿司匹林、胃蛋白酶合剂及部分喹诺酮类药物等酸性较强的药物联用，这类中药会降低西药在胃中的吸收及在肾小管的重吸收，使其排泄率升高，疗效降低。 ⑤ 乌药不宜与链霉素、卡那霉素、托布霉素、庆大霉素、新霉素等氨基糖苷类抗生素同服，碱性强的中药使这类西药吸收增加，但导致脑组织中药物浓度升高或增强药物的耳毒作用，影响前庭功能，形成暂时性或永久性...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.444; line=1144; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-888ef79d,tcm_caution_contraindication,乌药,has_use_caution,① 血虚内热、体虚气虚者慎用。 ② 孕畜慎服。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.444; line=1144; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-117142cf,tcm_combination_contraindication,槟榔,has_combination_or_contraindication,① 与木香、青皮等同用，可消积导滞，适用于食积气滞、腹胀便秘、里急后重等症。 ② 与吴茱萸、木瓜、紫苏叶、陈皮等同用，行气利水，为治四肢疼痛的要药。 ③ 与南瓜子同用，能驱杀多种肠内寄生虫，并有轻泻作用，有助于虫体排出，驱除绦虫、姜片虫疗效较佳，尤以猪、鹅、鸭绦虫最有效，对蛔虫、蛲虫、血吸虫等也有驱杀作用。 ④ 槟榔不宜与头孢菌素类、青霉素类同服，因为在碱性条件下将减少这些西药的吸收利用，从而使疗效降低。 ⑤ 槟榔与敌百虫同用，有促使乙酰胆碱蓄积，使槟榔产生毒性反应。 ⑥ 槟榔与氟哌噻吨、环丙定、氟奋乃静等精神安定的西药合用，可导致锥体外束症状加剧。 ⑦ 槟榔与泼尼松龙或沙丁胺醇合用，槟榔碱能引起支气管收缩并呈剂量关系，同用后可使气...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.445; line=1168; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-117142cf,tcm_caution_contraindication,槟榔,has_use_caution,老弱气虚者禁用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.445; line=1168; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-db42ddf2,tcm_combination_contraindication,草果,has_combination_or_contraindication,① 与草豆蔻、厚朴、苍术等配伍，辛温燥烈，善除寒湿而温燥脾胃，为治脾胃寒湿要药，适用于寒湿阻滞中焦脾不健运所致的肚腹胀满、冷痛、泄泻等症。 ② 与槟榔、厚朴、黄芩等同用，用于痰浊内阻、苔白厚腻等。 ③ 草果含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的药物联用，会使后者的药效丧失。 ④ 草果含铁离子，不宜与四环素类药物联用，能与铁离子形成溶解度小，不易被胃肠道吸收的螯合物，使彼此吸收减少，疗效降低。 ⑤ 不宜与三巯基丙醇同用，防止铁离子生成有毒的复合物。 ⑥ 不宜与山梨醇铁注射液、右旋糖酐铁注射液合用，同用使血清中铁离子呈一过性饱和态而发生急性铁中毒。 ⑦ 不宜与胃肠刺激药物同用，防止加重铁剂的胃肠刺激性副作用。...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.446; line=1192; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-db42ddf2,tcm_caution_contraindication,草果,has_use_caution,① 气虚或血虚的弱畜切勿多用。 ② 无寒湿实邪者忌用。 # 第八节 活血化瘀药 凡以通畅血行、消除瘀血为主要作用的药物，称活血化瘀药或活血祛瘀药，简称活血药或化瘀药。 活血化瘀药，味多辛、苦，主归肝、心经，入血分，善于走散通行，而有活血化瘀的作用，并通过活血化瘀而产生止痛、破血消症、疗伤消肿、活血消痈等作用。瘀血既是病理产物，又是多种疾病的致病因素。所以本章药物主治范围很广，体内之症瘕积聚；中风后半身不遂，肢体麻木；关节痹痛日久；血证之出血色紫，夹有血块，外伤科之跌扑损伤、瘀肿疼痛、痈肿疮疡等。凡一切瘀血阻滞之证，...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.446; line=1192; section=第七节 理气药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-bfd58154,tcm_combination_contraindication,川 芎,has_combination_or_contraindication,① 与当归、桃仁、香附等同用，可治产后瘀滞腹痛等；与赤芍、桃仁等同用，如血府逐瘀汤，可治血瘀；与桂心、当归等药同用，如《妇人良方》温经汤，可用于寒凝血瘀者。 ② 与当归、桃仁等药同用，如生化汤，用于产后恶露不行、瘀滞腹痛；与柴胡、白芍、香附等同用，如柴胡疏肝饮，可治肝郁气滞、胁肋疼痛者；常配丹参、桂枝、檀香等，用于心脉瘀阻、胸痹心痛者。 ③ 与三七、乳香、没药等同用，活血消肿止痛，治跌扑损伤、瘀血肿痛。 ④ 与黄芪、当归、皂角刺等同用，如透脓散，托毒透脓，用于痈疡脓已成而正虚难溃者。 ⑤ 与独活、桂枝、防风等祛风湿通络药同用，辛温升散，能“上行头目”，祛风止痛，用于治疗风湿痹证肢体疼痛麻木。 ⑥ 川芎与链霉素合用能增强抗菌作用，促进...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.448; line=1232; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-bfd58154,tcm_caution_contraindication,川 芎,has_use_caution,凡阴虚火旺、多汗患畜应慎用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.448; line=1232; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-a8e93c73,tcm_combination_contraindication,延胡索,has_combination_or_contraindication,① 与瓜萎、薤白或丹参、川芎等合用，用于胸痹心痛；与白术、枳实、白芍等合用，用于胃痛。 ② 配桂枝或高良姜，用于偏寒者；配栀子、川楝子，用于偏热者；配香附、木香，用于偏气滞者；配丹参、五灵脂，用于偏血瘀者。 ③ 与柴胡、郁金等药同用，用于肝郁气滞、胁肋胀痛；与当归、红花、香附等同用，用于产后瘀滞腹痛。 ④ 与小茴香、吴茱萸等药同用，治寒疝腹痛；与乳香、没药同用，治跌打损伤；与秦艽、桂枝等同用，治风湿痹痛。 ⑤ 元胡止痛片与氨基糖苷类药物合用，可增强其对听神经的毒性，严重时造成耳鸣、耳聋。 ⑥ 延胡索不宜与氯丙嗪同用，二者有类似的安定和中枢性止呕作用，同用会产生震颤麻痹。 ⑦ 延胡索不宜与咖啡因等苯丙胺中枢兴奋药同用，延胡索乙素具有中...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.449; line=1258; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-a8e93c73,tcm_caution_contraindication,延胡索,has_use_caution,孕畜慎用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.449; line=1258; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-10b63fb1,tcm_combination_contraindication,郁金,has_combination_or_contraindication,① 与丹参、延胡索、杏仁等同用，以疏肝宣肺，用于胸胁损伤、胸闷疼痛、活血止痛；与鳖甲、莪术等同用，化瘀消症，用于胁下症积。 ② 与菖蒲、栀子等同用，如菖蒲郁金汤，用于湿温病湿浊蒙闭心窍者；与白矾同用，如白金丸，用于癫狂、癫痫痰火蒙心者。 ③ 与茵陈、栀子等同用，用于肝胆湿热黄疸；与金钱草同用，利胆排石，用于湿热煎熬成石之胆石证。 ④ 与生地黄、栀子等同用，如《医学心悟》生地黄汤，味苦辛而性寒，能顺气降火而凉血止血等，用于吐血、衄血等气火上逆 之出血证；与生地黄、小蓟等同用，用于热结下焦、伤及血络之尿血、血淋。 ⑤ 郁金含黄酮成分，不宜与碳酸钙、硫酸亚铁、氢氧化铝等含金属离子的西药制剂同用，会形成络合物，影响药物的吸收。 ⑥ 郁金含挥...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.450; line=1294; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-10b63fb1,tcm_caution_contraindication,郁金,has_use_caution,不宜与丁香同用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.450; line=1294; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-e68cabce,tcm_combination_contraindication,乳 香,has_combination_or_contraindication,① 与没药、血竭等配伍，如七厘散，治跌打损伤、瘀滞肿痛；与金银花、白芷、没药等配伍，如仙方活命饮，清热解毒、活血消肿，用于疮疡肿毒初起、红肿热痛。 ② 与没药、麝香、雄黄等药同用，加醒消丸，解毒消痈散结，用于痈疽、瘰疬、痰核、肿块坚硬不消；与没药研末外用，如海浮散，用于疮疡破溃、久不收口。 ③ 与当归、丹参、没药同用，如活络效灵丹，用于心腹瘀痛、症瘕积聚；与羌活、独活、秦艽等同用，如蠲痹汤，用于风寒湿痹、肢体疼痛麻木。 ④ 乳香含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的药物联用，会使后者的药效丧失。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.451; line=1320; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-5730c027,tcm_combination_contraindication,丹参,has_combination_or_contraindication,① 与当归、川芎、益母草等同用，可以加强疗效，用于产后瘀滞腹痛、活血化瘀。与檀香、砂仁等同用，如丹参饮，用于胸痹心痛、脘腹疼痛；与降香、川芎、红花等同用，用于治冠心病心绞痛。 ② 与三棱、莪术等同用，祛瘀消症，治症瘕积聚；与防风、秦艽等祛风湿药同用，治风湿痹痛。与金银花、连翘等治热解毒药同用，有清瘀热以消痈肿之功，用于疮疡痈肿。 ③ 与生地黄、黄连、竹叶等药同用，用于热病邪入心营；与生地黄、酸枣仁、柏子仁等同用，用于杂病血不养心、心火偏旺之心悸失眠。 ④ 味喃唑酮与丹参合用可产生毒副作用，严重时导致高血压和脑出血。 ⑤ 复方丹参注射液与抗癌药物如环磷酰胺、环己亚硝脲、氟尿嘧啶、阿糖胞苷、博来霉素、丝裂霉素等配伍应用后对抑制肿瘤细胞不...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.452; line=1344; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-5730c027,tcm_caution_contraindication,丹参,has_use_caution,① 不宜与藜芦同用。 ② 活血化瘀宜酒炙用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.452; line=1344; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-d755fda2,tcm_combination_contraindication,红花,has_combination_or_contraindication,① 与桃仁、当归、川芎等相须而用，活血祛瘀、通调经脉，用于血滞、产后瘀滞腹痛等证。 ② 与三棱、莪术等同用，用于症积；配紫苏木、乳香、没药等，治疗跌打损伤、瘀滞肿痛；与桂枝、瓜萎、丹参等同用，治疗心脉瘀阻、胸痹心痛。 ③ 与当归、紫草、大青叶等同用，如当归红花饮，活血凉血、泄热解毒，用于斑疹色暗、热郁血瘀者。 ④ 红花含芦丁，与碳酸钙、维丁胶性钙、硫酸镁、氢氧化铝和碳酸铋类药物合用，能形成络合物而相互影响疗效。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.453; line=1373; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-d755fda2,tcm_caution_contraindication,红花,has_use_caution,① 孕畜忌服。 ② 有出血倾向者不宜多用。 ③ 外用适量。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.453; line=1373; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-96258505,tcm_combination_contraindication,益母草,has_combination_or_contraindication,① 与当归、川芎、赤芍等同用，如益母丸，以加强活血调经之功，用于血滞、产后瘀滞腹痛、恶露不尽等；与马齿苋同用，治产后出血有较好疗效。 ② 与白茅根、泽兰等同用，有活血化瘀作用，利尿消肿，对水瘀互阻的水肿尤为适宜，用于水肿、小便不利。 ③ 益母草不宜与肾上腺素同用，益母草具有降压作用，能降低甚至逆转肾上腺素的作用。 ④ 益母草不宜与异丙肾上腺素同用，益母草增加冠脉流量，减慢心率，可以拮抗 \beta 受体激动剂异丙肾上腺素的心脏兴奋作用。 ⑤ 益母草不宜与阿托品同用，会减弱益母草的降压作用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.454; line=1398; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-96258505,tcm_caution_contraindication,益母草,has_use_caution,① 血虚无瘀者慎用。 ② 孕畜忌服。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.454; line=1398; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-8c4a4c3c,tcm_combination_contraindication,赤芍,has_combination_or_contraindication,① 与生地黄、牡丹皮同用，有凉血、止血、散瘀消斑之功，用于温病热入营血、斑疹紫暗以及血热吐衄。 ② 与益母草、丹参、泽兰同用，用于血热瘀滞；与牡丹皮、桃仁、桂枝等同用，如桂枝茯苓丸，用于血瘀痞瘕。 ③ 与乳香、没药、血竭同用，疗伤止痛，用于治跌打损伤、瘀肿疼痛；与金银花、连翘、栀子等同用，用于热毒壅盛、痈肿 疮毒。 ④ 与菊花、木贼、夏枯草等同用，能清泻肝火、散瘀止痛，用于目赤翳障。 ⑤ 芍药汤配合呋喃唑酮或磺胺药治疗菌痢，既可清热解毒、调和气血、改善症状，又可迅速杀菌。 ⑥ 不宜与酶制剂同用，与具有酰胺或肽结构的酶如胰酶、胃蛋白酶等生成氢键络合物，改变酶的性质和作用。 ⑦ 不宜与金属离子制剂同用，与金属离子制剂如硫酸锌、碳酸亚铁、...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.455; line=1421; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-8c4a4c3c,tcm_caution_contraindication,赤芍,has_use_caution,① 血寒患畜不宜用。 ② 不宜与藜芦同用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.455; line=1421; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-e2427b31,tcm_combination_contraindication,牛膝,has_combination_or_contraindication,① 常配桃仁、红花、当归等同用，活血通经，用于瘀血阻滞、产后腹痛等，治经产诸疾；与续断、当归、乳香、没药等同用，治跌打损伤、腰膝瘀痛。 ② 常配杜仲、续断、熟地黄等补肝肾药同用，用于肝肾亏虚、腰痛膝软；与独活、桑寄生等祛风湿强筋骨药同用，用于痹痛日久、腰膝酸痛；与苍术、黄柏同用，如三妙丸，用于湿热成痿、足膝痿软。 ③ 与冬葵子、瞿麦、滑石等同用，如牛膝汤，可治热淋、血淋、砂淋等；与地黄、泽泻、车前子等同用，如济生肾气丸，治疗水肿、小便不利。 ④ 与白茅根、栀子、赭石等同用，可以引血下行、降火止血，用于吐血、衄血等火热上炎、阴虚火旺之证。 ⑤ 牛膝与保钾排钠药合用，会引起血钾升高。 ⑥ 牛膝含有机酸，与庆大霉素同服，会降低其抗菌作用，...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.456; line=1453; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-e2427b31,tcm_caution_contraindication,牛膝,has_use_caution,① 肾虚滑精、脾虚溏泄患畜亦不宜用。 ② 孕畜忌用。 ③ 本品活血通经、利水通淋，引火下行宜生用，补肝肾强筋骨宜酒炙用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.456; line=1453; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b1e89a82,tcm_combination_contraindication,桃 仁,has_combination_or_contraindication,① 与红花、当归、川芎等同用，如桃红四物汤，治血瘀；与炮姜、川芎等同用，如生化汤，治产后瘀滞腹痛；配桂枝、牡丹皮、赤芍等，如桂枝茯苓丸，治症积痞块；与大黄、芒硝、桂枝同用，如桃核承气汤，用于体内瘀血较重、需破血下瘀者；与当归、红花、大黄等同用，如复元活血汤，治跌打损伤、瘀肿疼痛。 ② 与当归、麻仁等同用，如润肠丸，用于肠燥便秘。 ③ 配苇茎、冬瓜仁，如苇茎汤，治肺痈；与大黄、牡丹皮同用，如大黄牡丹皮汤；亦可配红藤、败酱草、冬瓜仁等同用，治肠痈。 ④ 桃仁含有氰苷类成分，与具有神经肌肉阻滞作用的氨基糖 苔类配伍联用，易引起呼吸中枢抑制，严重者可出现呼吸衰竭。 ⑤ 桃仁含有氢氰酸，与中枢抑制药如镇静催眠药、抗精神分裂药同用，加重中枢抑制...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.458; line=1493; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-b1e89a82,tcm_caution_contraindication,桃 仁,has_use_caution,① 便溏者慎用。 ② 孕畜忌服。 ③ 有毒，不可过量，过量可出现目眩、心悸甚至呼吸衰竭而死亡。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.458; line=1493; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b40f9d68,tcm_combination_contraindication,鸡血藤,has_combination_or_contraindication,① 与川芎、红花、香附等同用，活血化瘀，用于瘀滞者；与熟地黄、当归等同用，可以养血，用于血虚者。 ② 与祛风湿药同用，能养血活血而舒筋活络，用于风湿痹病、关节痛、肢体麻木；与益气养血活血通络药同用，可治中风后肢体瘫痪；与补益气血药同用，用于血虚萎黄。 ③ 女贞子、鸡血藤、生地黄、甘草等药物与链霉素联用时，能降低链霉素的耳毒性。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.459; line=1522; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-b40f9d68,tcm_caution_contraindication,鸡血藤,has_use_caution,阴虚火亢者慎用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.459; line=1522; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-822c8dbb,tcm_combination_contraindication,莪术,has_combination_or_contraindication,① 与三棱、当归、香附等同用，用于经闭腹痛、腹中有块；配川芎、丹参等，治胸痹心痛；与黄芪、党参等同用，可以消补兼施，用于体虚而瘀血久留不去者。 ② 与青皮、槟榔等同用，如莪术丸，不仅能消血瘀症积，同时又能破气消食积，用于食积脘腹胀痛。 ③ 莪术油葡萄糖注射液与头孢哌酮、头孢曲松、头孢拉啶配伍后，其含量下降，溶液颜色变为棕色。 ④ 莪术含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的药物联用，会使后者的药效丧失。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.460; line=1542; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-822c8dbb,tcm_caution_contraindication,莪术,has_use_caution,① 孕畜忌用。 ② 醋制加强祛瘀止痛外用；外用适量。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.460; line=1542; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-154fa00b,tcm_combination_contraindication,水蛭,has_combination_or_contraindication,① 与三棱、桃仁、红花等同用，用于症瘕；与人参、当归等补益气血药同用，以防伤正，如化徵回生丹，用于体虚者。 ② 与紫苏木、自然铜等同用，如接骨火龙丹，治跌打损伤。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.461; line=1564; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-154fa00b,tcm_caution_contraindication,水蛭,has_use_caution,① 孕畜忌服。 ② 本品以入丸散或研末服为宜,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.461; line=1564; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-61dbef5d,tcm_combination_contraindication,没药,has_combination_or_contraindication,① 与乳香、当归、丹参等合同，有活血、止痛及生肌功效，用于气血凝滞、瘀阻疼痛。 ② 没药含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异 山梨酯等具有氧化性的药物联用，会使后者的药效丧失。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.461; line=1586; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-61dbef5d,tcm_caution_contraindication,没药,has_use_caution,① 孕畜慎用。 ② 血虚者不宜用。 ③ 产后恶露增多、腹中虚痛者不宜用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.461; line=1586; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-ac71cb5e,tcm_combination_contraindication,五 灵 脂,has_combination_or_contraindication,① 与蒲黄同用，有活血散瘀和止痛的作用，故适用于各种血瘀疼痛及产后恶露不下等证。 ② 与当归、川芎、桃仁等同用，用于治疗跌打损伤、血瘀肿痛。 ③ 五灵脂含芦丁，与碳酸钙、维丁胶性钙、硫酸镁、氢氧化铝和碳酸铋类药物合用，能形成络合物而相互影响疗效。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.462; line=1609; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-ac71cb5e,tcm_caution_contraindication,五 灵 脂,has_use_caution,① 孕畜慎用。 ② 不宜与人参同用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.462; line=1609; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-93f318d0,tcm_combination_contraindication,三棱（荆三棱）,has_combination_or_contraindication,① 与莪术、当归、桃仁、红花、郁金等合用，破血祛瘀作用较强，又能行气止痛，适用于产后瘀滞腹痛、瘀血结块等症。 ② 与木香、枳实、山楂等配伍，用于治食积气滞、肚腹胀满疼痛等症。 ③ 三棱含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的药物联用，会使后者的药效丧失。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.463; line=1630; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-93f318d0,tcm_caution_contraindication,三棱（荆三棱）,has_use_caution,孕畜忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.463; line=1630; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-d4da4038,tcm_combination_contraindication,自然铜,has_combination_or_contraindication,① 与当归、乳香、没药等配伍，入血行血，有散瘀止痛的功效，为伤科接骨要药，用于创伤及跌打损伤、瘀滞疼痛等症。 ② 自然铜内含金属离子，与诺氟沙星同服，会形成钙络合物，使药物的溶解度下降，肠道难以吸收，降低疗效。 ③ 自然铜不宜与四环素族、左旋多巴类、红霉素、利福平、 泼尼松、灰黄霉素、异烟肼、氯丙嗪等药同用，中药中所含的金属离子会与这些西药形成络合物，不易被肠道吸收，降低疗效。 ④ 自然铜不宜与抗酸药、西咪替丁、丙谷胺、抗胆碱药同用，这些药会降低胃内酸度，影响自然铜的吸收。 ⑤ 自然铜不宜与含同种金属离子的西药制剂同用，防止离子过量产生毒性。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.464; line=1650; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-d4da4038,tcm_caution_contraindication,自然铜,has_use_caution,无瘀者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.464; line=1650; section=第八节 活血化瘀药,complete,swine,all_stages,China/handbook context
